term,estimate,std.error,statistic,p.value,n_obs,adj_r2,panel,gender
hlth_fair,0.21258201157521708,0.13376226997289098,1.5892524223631983,0.11279544235614766,471,0.2773201334324358,B,female
married,-0.06178986026466444,0.10103280902399626,-0.6115821272472861,0.541162563746902,471,0.2773201334324358,B,female
divorced,-0.0954378639759773,0.15667938697758968,-0.609128397915088,0.54278599908045,471,0.2773201334324358,B,female
widowed,-0.22283363983672747,0.2108624846621496,-1.0567723328962875,0.29125491074051696,471,0.2773201334324358,B,female
separated,0.5970536350695849,0.4755916586184127,1.2553913094355305,0.21007145380531608,471,0.2773201334324358,B,female
province_f23,0.2716372771431966,0.16948950333778615,1.6026790555981145,0.10979683873587938,471,0.2773201334324358,B,female
province_f32,0.4375493934890272,0.24641766559049536,1.7756413382154208,0.07655418366011357,471,0.2773201334324358,B,female
province_f37,1.2438357809377547,0.8180258677410176,1.5205335552194863,0.129168963567661,471,0.2773201334324358,B,female
province_f41,-0.3829025946444336,0.3330586786000261,-1.1496550585438,0.25097460097978214,471,0.2773201334324358,B,female
province_f42,0.39253886185188347,0.27060420099382343,1.450601507331526,0.14767652121839156,471,0.2773201334324358,B,female
province_f43,-0.07657678759427931,0.19209002531535835,-0.3986505153953806,0.6903639845051062,471,0.2773201334324358,B,female
province_f45,0.5356259510220618,0.2744481878504442,1.9516468854002484,0.05167942476619832,471,0.2773201334324358,B,female
province_f52,0.1561843342245323,0.1996366582523537,0.7823429604151416,0.43447708341638147,471,0.2773201334324358,B,female
age,0.022910983778362353,0.010694723971608167,2.142269762098145,0.03277645308364686,471,0.2773201334324358,B,female
smoke,0.30817625359969436,0.3007784492231093,1.0245955266931295,0.3061748498941306,471,0.2773201334324358,B,female
drink,0.035249684858328384,0.07496084244725772,0.47024131143043096,0.6384395477758427,471,0.2773201334324358,B,female
factor(occ_f)2,-0.16804522440245037,0.08372560608666492,-2.0070947498248706,0.04541359947845061,471,0.2773201334324358,B,female
factor(occ_f)3,0.0860976555096493,0.1558828139864783,0.5523229489372552,0.5810363608722843,471,0.2773201334324358,B,female
factor(occ_f)4,-0.22239713930748264,0.10398380300287531,-2.138767124158106,0.03306111173459615,471,0.2773201334324358,B,female
factor(occ_f)6,-0.24725510950673496,0.16945429893311523,-1.459125623034965,0.1453173212771623,471,0.2773201334324358,B,female
factor(occ_f)7,-0.3551440996187329,0.1385963917056416,-2.5624339511883316,0.010760292725157255,471,0.2773201334324358,B,female
factor(occ_f)8,0.6590037812940753,0.2545528649697326,2.5888680583989245,0.009981152019768486,471,0.2773201334324358,B,female
factor(occ_f)11,-0.5250266351743156,0.11891004066055176,-4.415326344670004,1.3003066155479672e-5,471,0.2773201334324358,B,female
factor(occ_f)12,-0.6132524793217797,0.5047242271065329,-1.215024851962059,0.22507511631011348,471,0.2773201334324358,B,female
