term,estimate,std.error,statistic,p.value,n_obs,adj_r2,panel,model,gender
province_f52,0.02341132155098608,0.11488158152265239,0.20378655342910496,0.838610619126675,482,0.10934505375851411,A,1,female
age,0.01017286690597134,0.004413351083922966,2.30502099482392,0.021610682524453695,482,0.10934505375851411,A,1,female
smoke,0.08558325315395664,0.26405935139780146,0.32410612500909597,0.7460053270611253,482,0.10934505375851411,A,1,female
drink,0.059519239069732555,0.06819857614449598,0.8727343360310917,0.38326421368786767,482,0.10934505375851411,A,1,female
(Intercept),3.470335679822168,0.7492137229988388,4.631970255338671,4.723978278163365e-6,482,0.10934505375851411,A,2,female
height,0.012120829587502489,0.004552357218934331,2.6625392087178685,0.008027727020405476,482,0.10934505375851411,A,2,female
bmi_under,0.025575384202174714,0.06255378607521508,0.4088542965476575,0.6828372827428582,482,0.10934505375851411,A,2,female
bmi_over,-0.14386570646605729,0.06420812105055429,-2.240615425465956,0.025528568126802285,482,0.10934505375851411,A,2,female
edu_years,0.05275212577800551,0.010259451921718584,5.1418073967804006,4.0362018830247547e-7,482,0.10934505375851411,A,2,female
hlth_exc,0.33286855935310217,0.10374075135490311,3.2086576876076363,0.0014269377075477477,482,0.10934505375851411,A,2,female
hlth_good,0.3188576552019224,0.0920494099155396,3.4639836963049717,5.821660057377656e-4,482,0.10934505375851411,A,2,female
hlth_fair,0.3085061890186024,0.10304650106729024,2.9938540932811026,0.002903525506154435,482,0.10934505375851411,A,2,female
married,-0.007180957381494618,0.08168036393663178,-0.087915345076886,0.9299823025336118,482,0.10934505375851411,A,2,female
divorced,-0.041069703343706965,0.15346347387256618,-0.26761875192406137,0.7891130072597632,482,0.10934505375851411,A,2,female
widowed,-0.21528166127167106,0.30391266237534653,-0.7083668695771156,0.4790770370295009,482,0.10934505375851411,A,2,female
separated,0.539373078567951,0.23520553301113045,2.293198938234275,0.022287793251488747,482,0.10934505375851411,A,2,female
province_f23,0.016588048326629672,0.10194765908712769,0.16271141951825496,0.8708172637472033,482,0.10934505375851411,A,2,female
province_f32,0.14827797788649894,0.09533279133509506,1.55537224715577,0.12054664408406585,482,0.10934505375851411,A,2,female
province_f37,-0.036064604451792326,0.1250544935407735,-0.2883911119917783,0.7731775549740765,482,0.10934505375851411,A,2,female
province_f41,-0.08354973995123455,0.13351163730146784,-0.6257861984163983,0.5317662195136212,482,0.10934505375851411,A,2,female
province_f42,-0.06871538736286296,0.10138922028524962,-0.6777385916327031,0.4982789330480024,482,0.10934505375851411,A,2,female
province_f43,0.08423538153331385,0.10748761264383051,0.7836752483510362,0.43363488403858474,482,0.10934505375851411,A,2,female
province_f45,-0.012156879050054099,0.10454404475383401,-0.11628475900927165,0.9074777231661186,482,0.10934505375851411,A,2,female
province_f52,0.02341132155098608,0.11488158152265239,0.20378655342910496,0.838610619126675,482,0.10934505375851411,A,2,female
age,0.01017286690597134,0.004413351083922966,2.30502099482392,0.021610682524453695,482,0.10934505375851411,A,2,female
smoke,0.08558325315395664,0.26405935139780146,0.32410612500909597,0.7460053270611253,482,0.10934505375851411,A,2,female
drink,0.059519239069732555,0.06819857614449598,0.8727343360310917,0.38326421368786767,482,0.10934505375851411,A,2,female
(Intercept),4.017568660961505,0.777990130456672,5.164035511097338,3.668845858897386e-7,479,0.19919200371658619,A,3,female
height,0.01304104567427744,0.004738306231129747,2.752258937719204,0.006163234732897508,479,0.19919200371658619,A,3,female
bmi_under,0.02598651330168087,0.06001376336617968,0.43300922728544267,0.6652202432340271,479,0.19919200371658619,A,3,female
bmi_over,-0.11807108200455896,0.06272130825649458,-1.882471607921748,0.0604316155469275,479,0.19919200371658619,A,3,female
edu_years,0.022190973381652542,0.011328798079214225,1.9588109194361885,0.050766156345444485,479,0.19919200371658619,A,3,female
hlth_exc,0.23047303287064969,0.12031127747636695,1.9156394787340039,0.05605881811490359,479,0.19919200371658619,A,3,female
hlth_good,0.22038272962518915,0.11036542127420862,1.9968458152996744,0.04645746805731998,479,0.19919200371658619,A,3,female
hlth_fair,0.19754923354971074,0.1268165066194921,1.5577564688991898,0.12000993752130411,479,0.19919200371658619,A,3,female
married,-0.036783034921195036,0.0835445910215299,-0.4402802679555382,0.6599503356343386,479,0.19919200371658619,A,3,female
divorced,-0.03812484180375176,0.1346150099431753,-0.2832138988055292,0.7771460737432323,479,0.19919200371658619,A,3,female
widowed,-0.13930758915811578,0.19137533943611412,-0.7279286326471553,0.4670444598141853,479,0.19919200371658619,A,3,female
separated,0.23406840132520007,0.2802932543798821,0.8350839617708623,0.40412363280887165,479,0.19919200371658619,A,3,female
province_f23,-0.08717610738347441,0.0944763204717733,-0.9227297056887395,0.35665377844525925,479,0.19919200371658619,A,3,female
province_f32,0.16600122873190098,0.08944050571805058,1.855996088116921,0.06412248082537009,479,0.19919200371658619,A,3,female
province_f37,0.0511747268289546,0.13511670268205517,0.37874463936094194,0.7050601857750589,479,0.19919200371658619,A,3,female
province_f41,-0.12693763425564658,0.12051161984270722,-1.053322778511538,0.29277116366893585,479,0.19919200371658619,A,3,female
province_f42,-0.05262852056054485,0.09140690277546823,-0.5757608994784723,0.5650711543254703,479,0.19919200371658619,A,3,female
province_f43,0.09422560809007123,0.11098392523733096,0.8490023027080427,0.3963416781205751,479,0.19919200371658619,A,3,female
province_f45,0.0330116510404132,0.09381568906599985,0.3518777228954671,0.7250984247590657,479,0.19919200371658619,A,3,female
province_f52,-0.012072251139295782,0.10269797742568841,-0.11755101163536726,0.9064770627171684,479,0.19919200371658619,A,3,female
age,0.007452569956634561,0.004213123491829154,1.7688942588765613,0.0776042577587648,479,0.19919200371658619,A,3,female
