term,estimate,std.error,statistic,p.value,panel,model,gender,n_obs
smoke,0.2997155776759672,0.4372160156034019,0.685509146462372,0.49302269095033124,B,2,female,990
drink,0.10147066249220615,0.13543936748345728,0.7491962224690683,0.45373894564854683,B,2,female,990
child_u6,-0.23572417790378292,0.14189893191451722,-1.661211784495939,0.09667091961248592,B,2,female,990
(Intercept),-1.154933221600759,1.537772584012332,-0.751042926378181,0.4526268221199524,B,3,female,965
height,0.0018801105592210086,0.009615996081859958,0.19551906461024174,0.8449866142804381,B,3,female,965
weight,-0.011670522963564708,0.006205260025132244,-1.8807468045331412,0.06000636949935961,B,3,female,965
edu_years,0.0966056250142111,0.015082925987479045,6.404965793401585,1.5040309741519043e-10,B,3,female,965
hlth_exc,0.7266942387630118,0.2613653629922869,2.7803769804970564,0.005429582731919452,B,3,female,965
hlth_good,0.49405538436769614,0.23747288062739857,2.0804707597027994,0.03748237491135626,B,3,female,965
hlth_fair,0.4800880426281912,0.24307142630138048,1.9750904083351102,0.04825788913290887,B,3,female,965
married,0.5112842269167983,0.18220286364289312,2.8061261864626084,0.005014105250273225,B,3,female,965
divorced,0.5625548879122529,0.32722891770921264,1.7191478425881646,0.08558745516430474,B,3,female,965
widowed,0.811472815807495,0.537749633751123,1.5090160269324413,0.13129468712872608,B,3,female,965
separated,-0.47018513633231696,0.5595527549059524,-0.8402874120624141,0.40074725758855106,B,3,female,965
province_f23,0.09560434530872454,0.19288415825286886,0.4956568034135202,0.6201365686444381,B,3,female,965
province_f32,0.26039982061294514,0.17898295098435416,1.4548861731289036,0.14570077630776596,B,3,female,965
province_f37,0.23216136972486398,0.18581826358884415,1.2494001678896438,0.21151874705988258,B,3,female,965
province_f41,-0.5276734008776973,0.19989385961264244,-2.6397679343439133,0.008296281495778613,B,3,female,965
province_f42,-0.18152355798489186,0.1885045540491867,-0.9629664328296638,0.335564368857092,B,3,female,965
province_f43,-0.606060517184706,0.1692401560033726,-3.5810680603049576,3.421924921625035e-4,B,3,female,965
province_f45,0.10876518380328516,0.19444258468608286,0.5593691524872534,0.5759098094597228,B,3,female,965
province_f52,0.013547522348479581,0.19232087238623707,0.07044228835064849,0.9438416335880554,B,3,female,965
age,-0.007891274167109809,0.008075119067733241,-0.9772331653463731,0.3284537323172362,B,3,female,965
smoke,0.3371761762378315,0.4566136344402587,0.7384277446098604,0.4602545600059106,B,3,female,965
drink,0.1696347070291952,0.14381671776476465,1.1795200840743705,0.23819114411567952,B,3,female,965
child_u6,-0.21733811822704238,0.14292388563420483,-1.5206563777820254,0.12834609096448554,B,3,female,965
calories,-1.1676170951400578e-4,9.318460921616916e-4,-0.1253014961334898,0.9002848677768286,B,3,female,965
carbs,0.001323063859466359,0.003730394892923837,0.3546712606689631,0.7228358836727753,B,3,female,965
fat,0.001636227249746109,0.008391393220487743,0.194988747011787,0.8454017571237074,B,3,female,965
protein,0.001258646372672659,0.0053426847312349444,0.23558312645966795,0.8137561681077485,B,3,female,965
(Intercept),-0.8166181172954317,1.5513944402476936,-0.5263768491815992,0.5986263976224755,B,4,female,965
height,5.247377094065988e-5,0.009681458376296482,0.005420027531093208,0.9956754648872519,B,4,female,965
weight,-0.011230611728121351,0.006199498211369834,-1.811535602595141,0.07005798311949626,B,4,female,965
edu_years,0.08913125789465429,0.015313846134563885,5.820305174248938,5.874027691051013e-9,B,4,female,965
hlth_exc,0.6500509359788232,0.26102423409067876,2.4903853783668155,0.012760464802202089,B,4,female,965
hlth_good,0.4456142029464742,0.23667819450222735,1.8827852049643743,0.05972948287725978,B,4,female,965
hlth_fair,0.4407441967838991,0.24207552363389392,1.8206888088795972,0.06865417429721675,B,4,female,965
married,0.5342938528494382,0.18347264874592722,2.9121171820510856,0.0035898793346664155,B,4,female,965
divorced,0.6067730309059318,0.3271001921645033,1.8550066476291676,0.06359527729556538,B,4,female,965
widowed,0.8795188131249811,0.5303651282561911,1.658327002034969,0.09725148173390473,B,4,female,965
separated,-0.515545521445112,0.5123103294795109,-1.0063149067653738,0.31426411198832116,B,4,female,965
province_f23,0.038294673505552504,0.1967866819015468,0.19459992482982913,0.8457061619095139,B,4,female,965
province_f32,0.239851560776063,0.18362426595189876,1.3062084116861399,0.1914816930482634,B,4,female,965
province_f37,0.2450268912718817,0.18828852091517062,1.3013373841428886,0.19314299626368214,B,4,female,965
province_f41,-0.4834505695106447,0.20193874351618876,-2.394045645192836,0.016663674884145913,B,4,female,965
province_f42,-0.15419932135605297,0.1893489195468028,-0.81436599546024,0.4154353128884057,B,4,female,965
province_f43,-0.5886273216002156,0.17171790300149425,-3.427873921772114,6.083279067196313e-4,B,4,female,965
province_f45,0.15722833856789237,0.195615076960454,0.8037639072149741,0.4215333380078194,B,4,female,965
province_f52,0.02354925241994564,0.19493292513058977,0.12080695143813949,0.9038439439840483,B,4,female,965
age,-0.00882542551226531,0.008072245063534347,-1.093304953306409,0.2742599288150063,B,4,female,965
smoke,0.38840911764244884,0.4716316372335179,0.8235433906019682,0.4101990528634958,B,4,female,965
drink,0.14918160905507943,0.1440847005687863,1.0353743906616917,0.30049410075742927,B,4,female,965
child_u6,-0.22694028283068304,0.14404566785371914,-1.575474543678362,0.11514694985790626,B,4,female,965
calories,6.804626699914695e-5,9.384593376556165e-4,0.07250848733535398,0.9421972513329152,B,4,female,965
carbs,7.815305375120916e-4,0.0037532718790374304,0.20822646552120389,0.8350521449611816,B,4,female,965
fat,-9.61515979899991e-5,0.008441197583706999,-0.011390753152797735,0.9909116904574601,B,4,female,965
protein,-2.523856728329956e-4,0.005436106519502394,-0.04642765404385385,0.9629693955334363,B,4,female,965
diet_guide,0.3488632570283135,0.11818886973183977,2.9517437455815743,0.0031598504390586064,B,4,female,965
diet_hifat,0.1913872912975201,0.21564201078512907,0.8875232177658696,0.37479727170359894,B,4,female,965
diet_hlthy,-0.4214467476930291,0.35362022518805686,-1.1918061176192674,0.233337276477787,B,4,female,965
(Intercept),-0.8166181172954317,1.5513944402476936,-0.5263768491815992,0.5986263976224755,B,5,female,965
height,5.247377094065988e-5,0.009681458376296482,0.005420027531093208,0.9956754648872519,B,5,female,965
weight,-0.011230611728121351,0.006199498211369834,-1.811535602595141,0.07005798311949626,B,5,female,965
edu_years,0.08913125789465429,0.015313846134563885,5.820305174248938,5.874027691051013e-9,B,5,female,965
hlth_exc,0.6500509359788232,0.26102423409067876,2.4903853783668155,0.012760464802202089,B,5,female,965
hlth_good,0.4456142029464742,0.23667819450222735,1.8827852049643743,0.05972948287725978,B,5,female,965
hlth_fair,0.4407441967838991,0.24207552363389392,1.8206888088795972,0.06865417429721675,B,5,female,965
married,0.5342938528494382,0.18347264874592722,2.9121171820510856,0.0035898793346664155,B,5,female,965
divorced,0.6067730309059318,0.3271001921645033,1.8550066476291676,0.06359527729556538,B,5,female,965
widowed,0.8795188131249811,0.5303651282561911,1.658327002034969,0.09725148173390473,B,5,female,965
separated,-0.515545521445112,0.5123103294795109,-1.0063149067653738,0.31426411198832116,B,5,female,965
province_f23,0.038294673505552504,0.1967866819015468,0.19459992482982913,0.8457061619095139,B,5,female,965
province_f32,0.239851560776063,0.18362426595189876,1.3062084116861399,0.1914816930482634,B,5,female,965
province_f37,0.2450268912718817,0.18828852091517062,1.3013373841428886,0.19314299626368214,B,5,female,965
province_f41,-0.4834505695106447,0.20193874351618876,-2.394045645192836,0.016663674884145913,B,5,female,965
province_f42,-0.15419932135605297,0.1893489195468028,-0.81436599546024,0.4154353128884057,B,5,female,965
province_f43,-0.5886273216002156,0.17171790300149425,-3.427873921772114,6.083279067196313e-4,B,5,female,965
province_f45,0.15722833856789237,0.195615076960454,0.8037639072149741,0.4215333380078194,B,5,female,965
province_f52,0.02354925241994564,0.19493292513058977,0.12080695143813949,0.9038439439840483,B,5,female,965
age,-0.00882542551226531,0.008072245063534347,-1.093304953306409,0.2742599288150063,B,5,female,965
smoke,0.38840911764244884,0.4716316372335179,0.8235433906019682,0.4101990528634958,B,5,female,965
drink,0.14918160905507943,0.1440847005687863,1.0353743906616917,0.30049410075742927,B,5,female,965
child_u6,-0.22694028283068304,0.14404566785371914,-1.575474543678362,0.11514694985790626,B,5,female,965
calories,6.804626699914695e-5,9.384593376556165e-4,0.07250848733535398,0.9421972513329152,B,5,female,965
carbs,7.815305375120916e-4,0.0037532718790374304,0.20822646552120389,0.8350521449611816,B,5,female,965
fat,-9.61515979899991e-5,0.008441197583706999,-0.011390753152797735,0.9909116904574601,B,5,female,965
protein,-2.523856728329956e-4,0.005436106519502394,-0.04642765404385385,0.9629693955334363,B,5,female,965
diet_guide,0.3488632570283135,0.11818886973183977,2.9517437455815743,0.0031598504390586064,B,5,female,965
diet_hifat,0.1913872912975201,0.21564201078512907,0.8875232177658696,0.37479727170359894,B,5,female,965
diet_hlthy,-0.4214467476930291,0.35362022518805686,-1.1918061176192674,0.233337276477787,B,5,female,965
(Intercept),-0.8166181172954317,1.5513944402476936,-0.5263768491815992,0.5986263976224755,B,6,female,965
height,5.247377094065988e-5,0.009681458376296482,0.005420027531093208,0.9956754648872519,B,6,female,965
weight,-0.011230611728121351,0.006199498211369834,-1.811535602595141,0.07005798311949626,B,6,female,965
edu_years,0.08913125789465429,0.015313846134563885,5.820305174248938,5.874027691051013e-9,B,6,female,965
hlth_exc,0.6500509359788232,0.26102423409067876,2.4903853783668155,0.012760464802202089,B,6,female,965
hlth_good,0.4456142029464742,0.23667819450222735,1.8827852049643743,0.05972948287725978,B,6,female,965
hlth_fair,0.4407441967838991,0.24207552363389392,1.8206888088795972,0.06865417429721675,B,6,female,965
married,0.5342938528494382,0.18347264874592722,2.9121171820510856,0.0035898793346664155,B,6,female,965
divorced,0.6067730309059318,0.3271001921645033,1.8550066476291676,0.06359527729556538,B,6,female,965
widowed,0.8795188131249811,0.5303651282561911,1.658327002034969,0.09725148173390473,B,6,female,965
separated,-0.515545521445112,0.5123103294795109,-1.0063149067653738,0.31426411198832116,B,6,female,965
province_f23,0.038294673505552504,0.1967866819015468,0.19459992482982913,0.8457061619095139,B,6,female,965
province_f32,0.239851560776063,0.18362426595189876,1.3062084116861399,0.1914816930482634,B,6,female,965
province_f37,0.2450268912718817,0.18828852091517062,1.3013373841428886,0.19314299626368214,B,6,female,965
province_f41,-0.4834505695106447,0.20193874351618876,-2.394045645192836,0.016663674884145913,B,6,female,965
province_f42,-0.15419932135605297,0.1893489195468028,-0.81436599546024,0.4154353128884057,B,6,female,965
province_f43,-0.5886273216002156,0.17171790300149425,-3.427873921772114,6.083279067196313e-4,B,6,female,965
province_f45,0.15722833856789237,0.195615076960454,0.8037639072149741,0.4215333380078194,B,6,female,965
province_f52,0.02354925241994564,0.19493292513058977,0.12080695143813949,0.9038439439840483,B,6,female,965
age,-0.00882542551226531,0.008072245063534347,-1.093304953306409,0.2742599288150063,B,6,female,965
smoke,0.38840911764244884,0.4716316372335179,0.8235433906019682,0.4101990528634958,B,6,female,965
drink,0.14918160905507943,0.1440847005687863,1.0353743906616917,0.30049410075742927,B,6,female,965
child_u6,-0.22694028283068304,0.14404566785371914,-1.575474543678362,0.11514694985790626,B,6,female,965
calories,6.804626699914695e-5,9.384593376556165e-4,0.07250848733535398,0.9421972513329152,B,6,female,965
carbs,7.815305375120916e-4,0.0037532718790374304,0.20822646552120389,0.8350521449611816,B,6,female,965
fat,-9.61515979899991e-5,0.008441197583706999,-0.011390753152797735,0.9909116904574601,B,6,female,965
protein,-2.523856728329956e-4,0.005436106519502394,-0.04642765404385385,0.9629693955334363,B,6,female,965
diet_guide,0.3488632570283135,0.11818886973183977,2.9517437455815743,0.0031598504390586064,B,6,female,965
diet_hifat,0.1913872912975201,0.21564201078512907,0.8875232177658696,0.37479727170359894,B,6,female,965
diet_hlthy,-0.4214467476930291,0.35362022518805686,-1.1918061176192674,0.233337276477787,B,6,female,965
(Intercept),-0.8166181172954317,1.5513944402476936,-0.5263768491815992,0.5986263976224755,B,7,female,965
height,5.247377094065988e-5,0.009681458376296482,0.005420027531093208,0.9956754648872519,B,7,female,965
weight,-0.011230611728121351,0.006199498211369834,-1.811535602595141,0.07005798311949626,B,7,female,965
edu_years,0.08913125789465429,0.015313846134563885,5.820305174248938,5.874027691051013e-9,B,7,female,965
hlth_exc,0.6500509359788232,0.26102423409067876,2.4903853783668155,0.012760464802202089,B,7,female,965
hlth_good,0.4456142029464742,0.23667819450222735,1.8827852049643743,0.05972948287725978,B,7,female,965
hlth_fair,0.4407441967838991,0.24207552363389392,1.8206888088795972,0.06865417429721675,B,7,female,965
married,0.5342938528494382,0.18347264874592722,2.9121171820510856,0.0035898793346664155,B,7,female,965
divorced,0.6067730309059318,0.3271001921645033,1.8550066476291676,0.06359527729556538,B,7,female,965
widowed,0.8795188131249811,0.5303651282561911,1.658327002034969,0.09725148173390473,B,7,female,965
separated,-0.515545521445112,0.5123103294795109,-1.0063149067653738,0.31426411198832116,B,7,female,965
province_f23,0.038294673505552504,0.1967866819015468,0.19459992482982913,0.8457061619095139,B,7,female,965
province_f32,0.239851560776063,0.18362426595189876,1.3062084116861399,0.1914816930482634,B,7,female,965
province_f37,0.2450268912718817,0.18828852091517062,1.3013373841428886,0.19314299626368214,B,7,female,965
province_f41,-0.4834505695106447,0.20193874351618876,-2.394045645192836,0.016663674884145913,B,7,female,965
province_f42,-0.15419932135605297,0.1893489195468028,-0.81436599546024,0.4154353128884057,B,7,female,965
province_f43,-0.5886273216002156,0.17171790300149425,-3.427873921772114,6.083279067196313e-4,B,7,female,965
province_f45,0.15722833856789237,0.195615076960454,0.8037639072149741,0.4215333380078194,B,7,female,965
province_f52,0.02354925241994564,0.19493292513058977,0.12080695143813949,0.9038439439840483,B,7,female,965
age,-0.00882542551226531,0.008072245063534347,-1.093304953306409,0.2742599288150063,B,7,female,965
smoke,0.38840911764244884,0.4716316372335179,0.8235433906019682,0.4101990528634958,B,7,female,965
drink,0.14918160905507943,0.1440847005687863,1.0353743906616917,0.30049410075742927,B,7,female,965
child_u6,-0.22694028283068304,0.14404566785371914,-1.575474543678362,0.11514694985790626,B,7,female,965
calories,6.804626699914695e-5,9.384593376556165e-4,0.07250848733535398,0.9421972513329152,B,7,female,965
carbs,7.815305375120916e-4,0.0037532718790374304,0.20822646552120389,0.8350521449611816,B,7,female,965
fat,-9.61515979899991e-5,0.008441197583706999,-0.011390753152797735,0.9909116904574601,B,7,female,965
protein,-2.523856728329956e-4,0.005436106519502394,-0.04642765404385385,0.9629693955334363,B,7,female,965
diet_guide,0.3488632570283135,0.11818886973183977,2.9517437455815743,0.0031598504390586064,B,7,female,965
diet_hifat,0.1913872912975201,0.21564201078512907,0.8875232177658696,0.37479727170359894,B,7,female,965
diet_hlthy,-0.4214467476930291,0.35362022518805686,-1.1918061176192674,0.233337276477787,B,7,female,965
(Intercept),-0.8166181172954317,1.5513944402476936,-0.5263768491815992,0.5986263976224755,B,8,female,965
height,5.247377094065988e-5,0.009681458376296482,0.005420027531093208,0.9956754648872519,B,8,female,965
weight,-0.011230611728121351,0.006199498211369834,-1.811535602595141,0.07005798311949626,B,8,female,965
edu_years,0.08913125789465429,0.015313846134563885,5.820305174248938,5.874027691051013e-9,B,8,female,965
hlth_exc,0.6500509359788232,0.26102423409067876,2.4903853783668155,0.012760464802202089,B,8,female,965
hlth_good,0.4456142029464742,0.23667819450222735,1.8827852049643743,0.05972948287725978,B,8,female,965
hlth_fair,0.4407441967838991,0.24207552363389392,1.8206888088795972,0.06865417429721675,B,8,female,965
married,0.5342938528494382,0.18347264874592722,2.9121171820510856,0.0035898793346664155,B,8,female,965
divorced,0.6067730309059318,0.3271001921645033,1.8550066476291676,0.06359527729556538,B,8,female,965
widowed,0.8795188131249811,0.5303651282561911,1.658327002034969,0.09725148173390473,B,8,female,965
separated,-0.515545521445112,0.5123103294795109,-1.0063149067653738,0.31426411198832116,B,8,female,965
province_f23,0.038294673505552504,0.1967866819015468,0.19459992482982913,0.8457061619095139,B,8,female,965
province_f32,0.239851560776063,0.18362426595189876,1.3062084116861399,0.1914816930482634,B,8,female,965
province_f37,0.2450268912718817,0.18828852091517062,1.3013373841428886,0.19314299626368214,B,8,female,965
province_f41,-0.4834505695106447,0.20193874351618876,-2.394045645192836,0.016663674884145913,B,8,female,965
province_f42,-0.15419932135605297,0.1893489195468028,-0.81436599546024,0.4154353128884057,B,8,female,965
province_f43,-0.5886273216002156,0.17171790300149425,-3.427873921772114,6.083279067196313e-4,B,8,female,965
province_f45,0.15722833856789237,0.195615076960454,0.8037639072149741,0.4215333380078194,B,8,female,965
province_f52,0.02354925241994564,0.19493292513058977,0.12080695143813949,0.9038439439840483,B,8,female,965
age,-0.00882542551226531,0.008072245063534347,-1.093304953306409,0.2742599288150063,B,8,female,965
smoke,0.38840911764244884,0.4716316372335179,0.8235433906019682,0.4101990528634958,B,8,female,965
drink,0.14918160905507943,0.1440847005687863,1.0353743906616917,0.30049410075742927,B,8,female,965
child_u6,-0.22694028283068304,0.14404566785371914,-1.575474543678362,0.11514694985790626,B,8,female,965
calories,6.804626699914695e-5,9.384593376556165e-4,0.07250848733535398,0.9421972513329152,B,8,female,965
carbs,7.815305375120916e-4,0.0037532718790374304,0.20822646552120389,0.8350521449611816,B,8,female,965
fat,-9.61515979899991e-5,0.008441197583706999,-0.011390753152797735,0.9909116904574601,B,8,female,965
protein,-2.523856728329956e-4,0.005436106519502394,-0.04642765404385385,0.9629693955334363,B,8,female,965
diet_guide,0.3488632570283135,0.11818886973183977,2.9517437455815743,0.0031598504390586064,B,8,female,965
diet_hifat,0.1913872912975201,0.21564201078512907,0.8875232177658696,0.37479727170359894,B,8,female,965
diet_hlthy,-0.4214467476930291,0.35362022518805686,-1.1918061176192674,0.233337276477787,B,8,female,965
(Intercept),-2.9774703524670842,1.3846956631778573,-2.150270584103536,0.031533817781863836,A,1,male,1173
height,0.01054255357412228,0.00777860584891478,1.3553268771926668,0.17531343545247297,A,1,male,1173
bmi_under,-0.06745410448207326,0.1052988910824899,-0.6405965322961522,0.5217848531528669,A,1,male,1173
bmi_over,0.14425586517405697,0.10718542994838853,1.3458533052814963,0.17834983043162808,A,1,male,1173
edu_years,0.07387961772102662,0.013345432122364715,5.535947959093563,3.095494768196532e-8,A,1,male,1173
hlth_exc,0.3810798310996407,0.22633921049082711,1.6836668744812326,0.09224606660280343,A,1,male,1173
hlth_good,0.37794797916622924,0.20882016336837608,1.8099209054802705,0.07030805369074379,A,1,male,1173
hlth_fair,0.4212085662502315,0.21573556887969245,1.9524298586345934,0.05088719094931256,A,1,male,1173
married,0.8525895600813693,0.16222233226165406,5.255685503930482,1.4747411816401643e-7,A,1,male,1173
divorced,0.7734747092151097,0.32357322049014453,2.390416326924275,0.01682928342218736,A,1,male,1173
widowed,0.890736019309761,0.6551222482810023,1.3596485566579273,0.17394116457247683,A,1,male,1173
separated,0.6392619417797509,0.6131840686769551,1.0425286213959588,0.29716666290689875,A,1,male,1173
province_f23,0.2589965322723264,0.20115409682653507,1.2875528580244213,0.1979016584600927,A,1,male,1173
province_f32,0.13868871705191765,0.17787193633154366,0.7797110657940407,0.43556096391490123,A,1,male,1173
province_f37,-0.2629524910101133,0.16208883946933253,-1.6222738830816563,0.10474471817400498,A,1,male,1173
province_f41,-0.07248449654703794,0.2062941745436569,-0.35136472809947644,0.7253147404441836,A,1,male,1173
province_f42,-0.20389835690772617,0.19363449536414287,-1.0530063691610392,0.29233807299860926,A,1,male,1173
province_f43,0.01897681805376585,0.16359861284173657,0.1159962039050038,0.9076555503327217,A,1,male,1173
province_f45,-0.12048760336839255,0.17119042359668932,-0.7038220996067602,0.4815435692095988,A,1,male,1173
province_f52,0.32235352236633363,0.19185368665844005,1.6802049936117431,0.09291743810732808,A,1,male,1173
age,-0.005657080745059098,0.006384640326232565,-0.8860453300424546,0.37559310090132814,A,1,male,1173
smoke,0.09959922213090942,0.08862324415465156,1.123849877997067,0.2610767175861379,A,1,male,1173
drink,0.3180451502549059,0.08967920966426297,3.54647583810773,3.904205425649288e-4,A,1,male,1173
child_u6,0.047794664579465074,0.13944962534198252,0.3427378486120326,0.7317956863464476,A,1,male,1173
(Intercept),-2.9774703524670842,1.3846956631778573,-2.150270584103536,0.031533817781863836,A,2,male,1173
height,0.01054255357412228,0.00777860584891478,1.3553268771926668,0.17531343545247297,A,2,male,1173
bmi_under,-0.06745410448207326,0.1052988910824899,-0.6405965322961522,0.5217848531528669,A,2,male,1173
bmi_over,0.14425586517405697,0.10718542994838853,1.3458533052814963,0.17834983043162808,A,2,male,1173
edu_years,0.07387961772102662,0.013345432122364715,5.535947959093563,3.095494768196532e-8,A,2,male,1173
hlth_exc,0.3810798310996407,0.22633921049082711,1.6836668744812326,0.09224606660280343,A,2,male,1173
hlth_good,0.37794797916622924,0.20882016336837608,1.8099209054802705,0.07030805369074379,A,2,male,1173
hlth_fair,0.4212085662502315,0.21573556887969245,1.9524298586345934,0.05088719094931256,A,2,male,1173
married,0.8525895600813693,0.16222233226165406,5.255685503930482,1.4747411816401643e-7,A,2,male,1173
divorced,0.7734747092151097,0.32357322049014453,2.390416326924275,0.01682928342218736,A,2,male,1173
widowed,0.890736019309761,0.6551222482810023,1.3596485566579273,0.17394116457247683,A,2,male,1173
separated,0.6392619417797509,0.6131840686769551,1.0425286213959588,0.29716666290689875,A,2,male,1173
province_f23,0.2589965322723264,0.20115409682653507,1.2875528580244213,0.1979016584600927,A,2,male,1173
province_f32,0.13868871705191765,0.17787193633154366,0.7797110657940407,0.43556096391490123,A,2,male,1173
province_f37,-0.2629524910101133,0.16208883946933253,-1.6222738830816563,0.10474471817400498,A,2,male,1173
province_f41,-0.07248449654703794,0.2062941745436569,-0.35136472809947644,0.7253147404441836,A,2,male,1173
province_f42,-0.20389835690772617,0.19363449536414287,-1.0530063691610392,0.29233807299860926,A,2,male,1173
province_f43,0.01897681805376585,0.16359861284173657,0.1159962039050038,0.9076555503327217,A,2,male,1173
province_f45,-0.12048760336839255,0.17119042359668932,-0.7038220996067602,0.4815435692095988,A,2,male,1173
province_f52,0.32235352236633363,0.19185368665844005,1.6802049936117431,0.09291743810732808,A,2,male,1173
age,-0.005657080745059098,0.006384640326232565,-0.8860453300424546,0.37559310090132814,A,2,male,1173
smoke,0.09959922213090942,0.08862324415465156,1.123849877997067,0.2610767175861379,A,2,male,1173
drink,0.3180451502549059,0.08967920966426297,3.54647583810773,3.904205425649288e-4,A,2,male,1173
child_u6,0.047794664579465074,0.13944962534198252,0.3427378486120326,0.7317956863464476,A,2,male,1173
(Intercept),-3.7322243712877325,1.4380527004209087,-2.5953321253076016,0.009449955397986098,A,3,male,1145
height,0.012007944140317625,0.00803005742309234,1.4953746290513346,0.13481669808112037,A,3,male,1145
bmi_under,-0.07021689519260771,0.10938946154163247,-0.6418981701074001,0.5209393024551301,A,3,male,1145
bmi_over,0.17784541809092963,0.10932763613140307,1.6267196875744543,0.10379664544829291,A,3,male,1145
edu_years,0.07459614218682632,0.014042624196240123,5.31212265915364,1.0835562757271441e-7,A,3,male,1145
hlth_exc,0.33174684950335886,0.2391164427455904,1.3873861859693322,0.16532403501296702,A,3,male,1145
hlth_good,0.33019922551181424,0.21991036874851724,1.5015173108523134,0.13322181271157327,A,3,male,1145
hlth_fair,0.39027585761976336,0.22581050556736212,1.7283334831529313,0.08392845336163297,A,3,male,1145
married,0.8906080739976296,0.16575610568145516,5.373003126106088,7.74359859074917e-8,A,3,male,1145
divorced,0.7005512558395894,0.3443608158211283,2.0343524107675406,0.04191607638381243,A,3,male,1145
widowed,0.7622315192575521,0.8086518695315477,0.9425953837207018,0.3458879019437487,A,3,male,1145
separated,0.5989879214414274,0.7208322552722115,0.8309671453523242,0.4059921898456229,A,3,male,1145
province_f23,0.28372983006255914,0.21065899439082109,1.3468678652105155,0.17802279271701732,A,3,male,1145
province_f32,0.07158386889402163,0.18535179499103682,0.3862054257283198,0.6993445357435739,A,3,male,1145
province_f37,-0.323936761753422,0.16978569819961567,-1.9079154792682962,0.05640214128118474,A,3,male,1145
province_f41,-0.00213017920133363,0.226404113765224,-0.009408747773649459,0.9924930161737885,A,3,male,1145
province_f42,-0.23942190923515433,0.19810716547967056,-1.2085474478192129,0.22683675656782268,A,3,male,1145
province_f43,0.06229245657680923,0.17177853362679965,0.3626323689090498,0.7168795269834373,A,3,male,1145
province_f45,-0.043003539818644125,0.18169103917111154,-0.2366849791537853,0.8129011888031294,A,3,male,1145
province_f52,0.39493633012095414,0.200494642028446,1.9698098967897653,0.04886016190898967,A,3,male,1145
age,-0.007693753294029341,0.0065524654164903036,-1.1741768639734913,0.2403241910140233,A,3,male,1145
smoke,0.09619795510454623,0.09257015538973161,1.0391897334463915,0.29871650426300816,A,3,male,1145
drink,0.29236847197089694,0.09555768577713235,3.059601847754907,0.0022163141595114,A,3,male,1145
child_u6,0.003430362396072348,0.14255226281372113,0.024063892977657902,0.9808016442065334,A,3,male,1145
calories,1.980867983985247e-5,2.7714231760413475e-4,0.0714747571251347,0.9430199140609442,A,3,male,1145
carbs,6.953470067140462e-4,0.001208191959971616,0.5755269276335707,0.5649349846084813,A,3,male,1145
fat,-0.001634469097315089,0.002896119419382499,-0.5643652283038747,0.5725055979873607,A,3,male,1145
protein,0.006786335696554342,0.0032086806756085975,2.11499254137128,0.03443058301751836,A,3,male,1145
(Intercept),-3.647033651721214,1.4442012937963264,-2.525294546810972,0.011560135364954928,A,4,male,1145
height,0.011680481295502598,0.008048509009921247,1.4512602621310713,0.14670740209660085,A,4,male,1145
bmi_under,-0.07393720554501208,0.11002210469509772,-0.6720213701593233,0.5015700917604697,A,4,male,1145
bmi_over,0.17881379747075976,0.10927939171752496,1.63629934848991,0.10177695239854853,A,4,male,1145
edu_years,0.07250910301093969,0.01450289836963675,4.9996284303242895,5.744090104571197e-7,A,4,male,1145
hlth_exc,0.33091279135293655,0.23974780056203945,1.38025371067922,0.16750854185560124,A,4,male,1145
hlth_good,0.3284156768631426,0.22006471134787942,1.4923595648371875,0.1356049092772667,A,4,male,1145
hlth_fair,0.3882358978592981,0.22640262319174728,1.7148030017765707,0.08638135101265718,A,4,male,1145
married,0.8890031663503551,0.16654034042071864,5.338065024393079,9.394376960101712e-8,A,4,male,1145
divorced,0.6726224225105751,0.35064196987995777,1.918259878419139,0.05507806707667699,A,4,male,1145
widowed,0.7563809277664387,0.8185100204218795,0.9240948905873896,0.35543691328378596,A,4,male,1145
separated,0.5927263297227535,0.7230051913760966,0.8198092306842456,0.4123248680596714,A,4,male,1145
province_f23,0.27443216287309263,0.21300853384716775,1.2883622919539737,0.19761987850681734,A,4,male,1145
province_f32,0.04080805820097089,0.1864732192644022,0.21884138838783462,0.8267736049452298,A,4,male,1145
province_f37,-0.3322639644659497,0.17073222508333477,-1.946111604319401,0.051641334959625286,A,4,male,1145
province_f41,0.004523265880498583,0.22976768739894524,0.019686257592195045,0.984293653509545,A,4,male,1145
province_f42,-0.24648751319196757,0.198844501168636,-1.2395993439261692,0.21512362345311303,A,4,male,1145
province_f43,0.06704118402669293,0.172276356166288,0.3891490714023584,0.697165874990902,A,4,male,1145
province_f45,-0.049260304151865844,0.1812940954658912,-0.2717148841790808,0.7858412558101033,A,4,male,1145
province_f52,0.40138438918487074,0.20109648724155954,1.9959791177392519,0.0459361958447865,A,4,male,1145
age,-0.007874910912158958,0.006560945201314327,-1.200270794912509,0.23003418833888067,A,4,male,1145
smoke,0.10363754475903367,0.09279458377923329,1.1168490717690676,0.2640588631024724,A,4,male,1145
drink,0.2908635772682231,0.0955110879518841,3.045338331972015,0.0023241869364077723,A,4,male,1145
child_u6,0.02007889129731871,0.14493836418887285,0.1385339996741884,0.8898184008068634,A,4,male,1145
calories,1.0990007527084985e-5,2.80262516456697e-4,0.03921326214446889,0.9687203601073093,A,4,male,1145
