term,estimate,std.error,statistic,p.value,panel,model,gender,n_obs
carbs,7.452029492667428e-4,0.0012215241516225753,0.6100599388697102,0.5418221030247683,A,4,male,1145
fat,-0.0015556587163756417,0.002920700550451992,-0.5326320482032628,0.5942883128459838,A,4,male,1145
protein,0.00665684421832895,0.003209021636521232,2.0744154986581393,0.038040739147763694,A,4,male,1145
diet_guide,0.10330217369667836,0.11979157837438797,0.862349216017717,0.3884953773447221,A,4,male,1145
diet_hifat,-0.14044268954370748,0.19226431677987493,-0.7304667444063555,0.4651049334426662,A,4,male,1145
diet_hlthy,0.20060704604335747,0.26655197640810413,0.7526001072909633,0.45169025315053535,A,4,male,1145
(Intercept),-3.85813334627091,1.4460468655742331,-2.6680555368714307,0.007629164601891371,A,5,male,1145
height,0.011791857268258163,0.00804533840486737,1.4656757335557418,0.14273664813881554,A,5,male,1145
bmi_under,-0.07411376559723429,0.1118174682015214,-0.6628102638101574,0.5074520792801136,A,5,male,1145
bmi_over,0.8035062299228156,0.33983588674262344,2.364394877846893,0.01805955181551294,A,5,male,1145
edu_years,0.08875771424014743,0.017128810338256768,5.18177926472274,2.1977921840737565e-7,A,5,male,1145
hlth_exc,0.34207664910406876,0.24023880684613935,1.4239025476144298,0.15447468425311991,A,5,male,1145
hlth_good,0.333259774414801,0.22156417966353434,1.5041229810743177,0.13254970405967245,A,5,male,1145
hlth_fair,0.39655490349249156,0.22813180170830663,1.7382710368435774,0.08216306727001155,A,5,male,1145
married,0.8920209492564813,0.16980079159362285,5.253337990268725,1.4936706581338074e-7,A,5,male,1145
divorced,0.6879851402447338,0.35096025779453155,1.9602935801566235,0.04996148596434874,A,5,male,1145
widowed,0.809361549764007,0.8131556383053757,0.9953341176490202,0.3195737895232806,A,5,male,1145
separated,0.5534316367109572,0.7325947187582835,0.7554403854412164,0.4499847891343375,A,5,male,1145
province_f23,0.2744653195274987,0.21365127283997842,1.2846416306308135,0.19891754390770888,A,5,male,1145
province_f32,0.026840287194476686,0.1875741353939857,0.1430916215505972,0.8862178218842836,A,5,male,1145
province_f37,-0.33407137614830895,0.17121150887509237,-1.95122032591881,0.05103084207215357,A,5,male,1145
province_f41,-8.322473162569125e-4,0.22844513762889113,-0.0036430949018879857,0.9970932372540726,A,5,male,1145
province_f42,-0.24163957402613803,0.20036602622586036,-1.2059907489194428,0.22782105747187573,A,5,male,1145
province_f43,0.07566283572221597,0.1736950911792189,0.4356072195739079,0.6631217317971503,A,5,male,1145
province_f45,-0.03761064799166428,0.1833033523743934,-0.20518254306034345,0.837429507909867,A,5,male,1145
province_f52,0.4221372995857771,0.20414130769820052,2.067868107369326,0.038652427125309245,A,5,male,1145
age,-0.007892831551023032,0.006645337844326275,-1.187724647853962,0.23494190978739252,A,5,male,1145
smoke,0.1108424763937562,0.09239485291505484,1.1996607267253467,0.23027113154451945,A,5,male,1145
drink,0.28983459124662503,0.09526692029189157,3.0423424034133877,0.0023474470294011125,A,5,male,1145
child_u6,0.012227519924025015,0.14595876425774182,0.08377379725161968,0.9332362815329726,A,5,male,1145
calories,2.504270328774885e-5,2.933743119664843e-4,0.08536092720554819,0.9319744553181216,A,5,male,1145
carbs,7.120488378762659e-4,0.001278049148090012,0.5571372892352313,0.5774336319142337,A,5,male,1145
fat,-0.001747251510605114,0.003032455265985371,-0.5761837710200678,0.5644909735107468,A,5,male,1145
protein,0.006698914649781572,0.0032349813370433893,2.0707738165513017,0.038379938207611125,A,5,male,1145
diet_guide,0.09260022259830585,0.11879220904025126,0.779514274096287,0.43567683247970496,A,5,male,1145
diet_hifat,-0.14090701782593126,0.19348457442168848,-0.7282596984648116,0.466454627768247,A,5,male,1145
diet_hlthy,0.15499729529538508,0.2597688104482768,0.5966740003463463,0.5507250544398903,A,5,male,1145
bmi_over:edu_years,-0.057478276570904305,0.028475441296590326,-2.0185210115703036,0.04353702812970772,A,5,male,1145
(Intercept),-3.85813334627091,1.4460468655742331,-2.6680555368714307,0.007629164601891371,A,6,male,1145
height,0.011791857268258163,0.00804533840486737,1.4656757335557418,0.14273664813881554,A,6,male,1145
bmi_under,-0.07411376559723429,0.1118174682015214,-0.6628102638101574,0.5074520792801136,A,6,male,1145
bmi_over,0.8035062299228156,0.33983588674262344,2.364394877846893,0.01805955181551294,A,6,male,1145
edu_years,0.08875771424014743,0.017128810338256768,5.18177926472274,2.1977921840737565e-7,A,6,male,1145
hlth_exc,0.34207664910406876,0.24023880684613935,1.4239025476144298,0.15447468425311991,A,6,male,1145
hlth_good,0.333259774414801,0.22156417966353434,1.5041229810743177,0.13254970405967245,A,6,male,1145
hlth_fair,0.39655490349249156,0.22813180170830663,1.7382710368435774,0.08216306727001155,A,6,male,1145
married,0.8920209492564813,0.16980079159362285,5.253337990268725,1.4936706581338074e-7,A,6,male,1145
divorced,0.6879851402447338,0.35096025779453155,1.9602935801566235,0.04996148596434874,A,6,male,1145
widowed,0.809361549764007,0.8131556383053757,0.9953341176490202,0.3195737895232806,A,6,male,1145
separated,0.5534316367109572,0.7325947187582835,0.7554403854412164,0.4499847891343375,A,6,male,1145
province_f23,0.2744653195274987,0.21365127283997842,1.2846416306308135,0.19891754390770888,A,6,male,1145
province_f32,0.026840287194476686,0.1875741353939857,0.1430916215505972,0.8862178218842836,A,6,male,1145
province_f37,-0.33407137614830895,0.17121150887509237,-1.95122032591881,0.05103084207215357,A,6,male,1145
province_f41,-8.322473162569125e-4,0.22844513762889113,-0.0036430949018879857,0.9970932372540726,A,6,male,1145
province_f42,-0.24163957402613803,0.20036602622586036,-1.2059907489194428,0.22782105747187573,A,6,male,1145
province_f43,0.07566283572221597,0.1736950911792189,0.4356072195739079,0.6631217317971503,A,6,male,1145
province_f45,-0.03761064799166428,0.1833033523743934,-0.20518254306034345,0.837429507909867,A,6,male,1145
province_f52,0.4221372995857771,0.20414130769820052,2.067868107369326,0.038652427125309245,A,6,male,1145
age,-0.007892831551023032,0.006645337844326275,-1.187724647853962,0.23494190978739252,A,6,male,1145
smoke,0.1108424763937562,0.09239485291505484,1.1996607267253467,0.23027113154451945,A,6,male,1145
drink,0.28983459124662503,0.09526692029189157,3.0423424034133877,0.0023474470294011125,A,6,male,1145
child_u6,0.012227519924025015,0.14595876425774182,0.08377379725161968,0.9332362815329726,A,6,male,1145
calories,2.504270328774885e-5,2.933743119664843e-4,0.08536092720554819,0.9319744553181216,A,6,male,1145
carbs,7.120488378762659e-4,0.001278049148090012,0.5571372892352313,0.5774336319142337,A,6,male,1145
fat,-0.001747251510605114,0.003032455265985371,-0.5761837710200678,0.5644909735107468,A,6,male,1145
protein,0.006698914649781572,0.0032349813370433893,2.0707738165513017,0.038379938207611125,A,6,male,1145
diet_guide,0.09260022259830585,0.11879220904025126,0.779514274096287,0.43567683247970496,A,6,male,1145
diet_hifat,-0.14090701782593126,0.19348457442168848,-0.7282596984648116,0.466454627768247,A,6,male,1145
diet_hlthy,0.15499729529538508,0.2597688104482768,0.5966740003463463,0.5507250544398903,A,6,male,1145
bmi_over:edu_years,-0.057478276570904305,0.028475441296590326,-2.0185210115703036,0.04353702812970772,A,6,male,1145
(Intercept),-3.85813334627091,1.4460468655742331,-2.6680555368714307,0.007629164601891371,A,7,male,1145
height,0.011791857268258163,0.00804533840486737,1.4656757335557418,0.14273664813881554,A,7,male,1145
bmi_under,-0.07411376559723429,0.1118174682015214,-0.6628102638101574,0.5074520792801136,A,7,male,1145
bmi_over,0.8035062299228156,0.33983588674262344,2.364394877846893,0.01805955181551294,A,7,male,1145
edu_years,0.08875771424014743,0.017128810338256768,5.18177926472274,2.1977921840737565e-7,A,7,male,1145
hlth_exc,0.34207664910406876,0.24023880684613935,1.4239025476144298,0.15447468425311991,A,7,male,1145
hlth_good,0.333259774414801,0.22156417966353434,1.5041229810743177,0.13254970405967245,A,7,male,1145
hlth_fair,0.39655490349249156,0.22813180170830663,1.7382710368435774,0.08216306727001155,A,7,male,1145
married,0.8920209492564813,0.16980079159362285,5.253337990268725,1.4936706581338074e-7,A,7,male,1145
divorced,0.6879851402447338,0.35096025779453155,1.9602935801566235,0.04996148596434874,A,7,male,1145
widowed,0.809361549764007,0.8131556383053757,0.9953341176490202,0.3195737895232806,A,7,male,1145
separated,0.5534316367109572,0.7325947187582835,0.7554403854412164,0.4499847891343375,A,7,male,1145
province_f23,0.2744653195274987,0.21365127283997842,1.2846416306308135,0.19891754390770888,A,7,male,1145
province_f32,0.026840287194476686,0.1875741353939857,0.1430916215505972,0.8862178218842836,A,7,male,1145
province_f37,-0.33407137614830895,0.17121150887509237,-1.95122032591881,0.05103084207215357,A,7,male,1145
province_f41,-8.322473162569125e-4,0.22844513762889113,-0.0036430949018879857,0.9970932372540726,A,7,male,1145
province_f42,-0.24163957402613803,0.20036602622586036,-1.2059907489194428,0.22782105747187573,A,7,male,1145
province_f43,0.07566283572221597,0.1736950911792189,0.4356072195739079,0.6631217317971503,A,7,male,1145
province_f45,-0.03761064799166428,0.1833033523743934,-0.20518254306034345,0.837429507909867,A,7,male,1145
province_f52,0.4221372995857771,0.20414130769820052,2.067868107369326,0.038652427125309245,A,7,male,1145
age,-0.007892831551023032,0.006645337844326275,-1.187724647853962,0.23494190978739252,A,7,male,1145
smoke,0.1108424763937562,0.09239485291505484,1.1996607267253467,0.23027113154451945,A,7,male,1145
drink,0.28983459124662503,0.09526692029189157,3.0423424034133877,0.0023474470294011125,A,7,male,1145
child_u6,0.012227519924025015,0.14595876425774182,0.08377379725161968,0.9332362815329726,A,7,male,1145
calories,2.504270328774885e-5,2.933743119664843e-4,0.08536092720554819,0.9319744553181216,A,7,male,1145
carbs,7.120488378762659e-4,0.001278049148090012,0.5571372892352313,0.5774336319142337,A,7,male,1145
fat,-0.001747251510605114,0.003032455265985371,-0.5761837710200678,0.5644909735107468,A,7,male,1145
protein,0.006698914649781572,0.0032349813370433893,2.0707738165513017,0.038379938207611125,A,7,male,1145
diet_guide,0.09260022259830585,0.11879220904025126,0.779514274096287,0.43567683247970496,A,7,male,1145
diet_hifat,-0.14090701782593126,0.19348457442168848,-0.7282596984648116,0.466454627768247,A,7,male,1145
diet_hlthy,0.15499729529538508,0.2597688104482768,0.5966740003463463,0.5507250544398903,A,7,male,1145
bmi_over:edu_years,-0.057478276570904305,0.028475441296590326,-2.0185210115703036,0.04353702812970772,A,7,male,1145
(Intercept),-3.85813334627091,1.4460468655742331,-2.6680555368714307,0.007629164601891371,A,8,male,1145
height,0.011791857268258163,0.00804533840486737,1.4656757335557418,0.14273664813881554,A,8,male,1145
bmi_under,-0.07411376559723429,0.1118174682015214,-0.6628102638101574,0.5074520792801136,A,8,male,1145
bmi_over,0.8035062299228156,0.33983588674262344,2.364394877846893,0.01805955181551294,A,8,male,1145
edu_years,0.08875771424014743,0.017128810338256768,5.18177926472274,2.1977921840737565e-7,A,8,male,1145
hlth_exc,0.34207664910406876,0.24023880684613935,1.4239025476144298,0.15447468425311991,A,8,male,1145
hlth_good,0.333259774414801,0.22156417966353434,1.5041229810743177,0.13254970405967245,A,8,male,1145
hlth_fair,0.39655490349249156,0.22813180170830663,1.7382710368435774,0.08216306727001155,A,8,male,1145
married,0.8920209492564813,0.16980079159362285,5.253337990268725,1.4936706581338074e-7,A,8,male,1145
divorced,0.6879851402447338,0.35096025779453155,1.9602935801566235,0.04996148596434874,A,8,male,1145
widowed,0.809361549764007,0.8131556383053757,0.9953341176490202,0.3195737895232806,A,8,male,1145
separated,0.5534316367109572,0.7325947187582835,0.7554403854412164,0.4499847891343375,A,8,male,1145
province_f23,0.2744653195274987,0.21365127283997842,1.2846416306308135,0.19891754390770888,A,8,male,1145
province_f32,0.026840287194476686,0.1875741353939857,0.1430916215505972,0.8862178218842836,A,8,male,1145
province_f37,-0.33407137614830895,0.17121150887509237,-1.95122032591881,0.05103084207215357,A,8,male,1145
province_f41,-8.322473162569125e-4,0.22844513762889113,-0.0036430949018879857,0.9970932372540726,A,8,male,1145
province_f42,-0.24163957402613803,0.20036602622586036,-1.2059907489194428,0.22782105747187573,A,8,male,1145
province_f43,0.07566283572221597,0.1736950911792189,0.4356072195739079,0.6631217317971503,A,8,male,1145
province_f45,-0.03761064799166428,0.1833033523743934,-0.20518254306034345,0.837429507909867,A,8,male,1145
province_f52,0.4221372995857771,0.20414130769820052,2.067868107369326,0.038652427125309245,A,8,male,1145
age,-0.007892831551023032,0.006645337844326275,-1.187724647853962,0.23494190978739252,A,8,male,1145
smoke,0.1108424763937562,0.09239485291505484,1.1996607267253467,0.23027113154451945,A,8,male,1145
drink,0.28983459124662503,0.09526692029189157,3.0423424034133877,0.0023474470294011125,A,8,male,1145
child_u6,0.012227519924025015,0.14595876425774182,0.08377379725161968,0.9332362815329726,A,8,male,1145
calories,2.504270328774885e-5,2.933743119664843e-4,0.08536092720554819,0.9319744553181216,A,8,male,1145
carbs,7.120488378762659e-4,0.001278049148090012,0.5571372892352313,0.5774336319142337,A,8,male,1145
fat,-0.001747251510605114,0.003032455265985371,-0.5761837710200678,0.5644909735107468,A,8,male,1145
protein,0.006698914649781572,0.0032349813370433893,2.0707738165513017,0.038379938207611125,A,8,male,1145
diet_guide,0.09260022259830585,0.11879220904025126,0.779514274096287,0.43567683247970496,A,8,male,1145
diet_hifat,-0.14090701782593126,0.19348457442168848,-0.7282596984648116,0.466454627768247,A,8,male,1145
diet_hlthy,0.15499729529538508,0.2597688104482768,0.5966740003463463,0.5507250544398903,A,8,male,1145
bmi_over:edu_years,-0.057478276570904305,0.028475441296590326,-2.0185210115703036,0.04353702812970772,A,8,male,1145
(Intercept),-2.3826254877053326,1.4239049659361296,-1.6733037279204257,0.09426751895438391,B,1,male,1173
height,0.003742664842931795,0.008611060636987666,0.43463459389145115,0.6638276806703206,B,1,male,1173
weight,0.008711629054566962,0.005288647691982709,1.647231875130064,0.09951039442532295,B,1,male,1173
edu_years,0.0736021616644614,0.01336611206532091,5.506624611911352,3.6577907603506586e-8,B,1,male,1173
hlth_exc,0.3724886886418152,0.228415151335082,1.6307529796715599,0.10294245261842318,B,1,male,1173
hlth_good,0.37515450042626647,0.21075277575979393,1.7800690836634574,0.07506465546707658,B,1,male,1173
hlth_fair,0.4177822618641556,0.21715793198493477,1.9238636970126382,0.05437167070873844,B,1,male,1173
married,0.8435775405771893,0.1627183984211526,5.184278783237632,2.1685236148167378e-7,B,1,male,1173
divorced,0.7739309081934486,0.324453136630713,2.385339578560843,0.017063362591335306,B,1,male,1173
widowed,0.8990810060466813,0.6666742288221678,1.3486062115152002,0.17746348448030277,B,1,male,1173
separated,0.613646881748197,0.6118320251607314,1.0029662660874752,0.31587713778735016,B,1,male,1173
province_f23,0.2566836063616017,0.20089093360869045,1.2777261857998439,0.20134598885621624,B,1,male,1173
province_f32,0.14783565686506434,0.17791723572260282,0.8309237509487852,0.40601670530615136,B,1,male,1173
province_f37,-0.260201848658386,0.16192884060010657,-1.6068900863742415,0.10807848149803191,B,1,male,1173
province_f41,-0.07653877319592595,0.20641917432204707,-0.3707929432781916,0.7107917577510303,B,1,male,1173
province_f42,-0.20158817348719643,0.1925899088425656,-1.0467224098017853,0.2952276249339121,B,1,male,1173
province_f43,0.01814039684230786,0.16350575819660843,0.11094653205115158,0.9116587461027212,B,1,male,1173
province_f45,-0.11711605340888438,0.17134897759605303,-0.6834943228256655,0.49429453634372467,B,1,male,1173
province_f52,0.3312641805125629,0.19027580407625264,1.740968496340236,0.08168910084901826,B,1,male,1173
age,-0.005672905938730051,0.0063827053677185976,-0.8887933269521645,0.37411416284902094,B,1,male,1173
smoke,0.09917514273130446,0.08870571453199323,1.1180242812376562,0.26355662315902306,B,1,male,1173
drink,0.3198360576660423,0.08995900153741453,3.555353574406008,3.7747112221467e-4,B,1,male,1173
child_u6,0.044738316014617065,0.13949095269769007,0.32072557502403465,0.7484183642845292,B,1,male,1173
(Intercept),-2.3826254877053326,1.4239049659361296,-1.6733037279204257,0.09426751895438391,B,2,male,1173
height,0.003742664842931795,0.008611060636987666,0.43463459389145115,0.6638276806703206,B,2,male,1173
weight,0.008711629054566962,0.005288647691982709,1.647231875130064,0.09951039442532295,B,2,male,1173
edu_years,0.0736021616644614,0.01336611206532091,5.506624611911352,3.6577907603506586e-8,B,2,male,1173
hlth_exc,0.3724886886418152,0.228415151335082,1.6307529796715599,0.10294245261842318,B,2,male,1173
hlth_good,0.37515450042626647,0.21075277575979393,1.7800690836634574,0.07506465546707658,B,2,male,1173
hlth_fair,0.4177822618641556,0.21715793198493477,1.9238636970126382,0.05437167070873844,B,2,male,1173
married,0.8435775405771893,0.1627183984211526,5.184278783237632,2.1685236148167378e-7,B,2,male,1173
divorced,0.7739309081934486,0.324453136630713,2.385339578560843,0.017063362591335306,B,2,male,1173
widowed,0.8990810060466813,0.6666742288221678,1.3486062115152002,0.17746348448030277,B,2,male,1173
separated,0.613646881748197,0.6118320251607314,1.0029662660874752,0.31587713778735016,B,2,male,1173
province_f23,0.2566836063616017,0.20089093360869045,1.2777261857998439,0.20134598885621624,B,2,male,1173
province_f32,0.14783565686506434,0.17791723572260282,0.8309237509487852,0.40601670530615136,B,2,male,1173
province_f37,-0.260201848658386,0.16192884060010657,-1.6068900863742415,0.10807848149803191,B,2,male,1173
province_f41,-0.07653877319592595,0.20641917432204707,-0.3707929432781916,0.7107917577510303,B,2,male,1173
province_f42,-0.20158817348719643,0.1925899088425656,-1.0467224098017853,0.2952276249339121,B,2,male,1173
province_f43,0.01814039684230786,0.16350575819660843,0.11094653205115158,0.9116587461027212,B,2,male,1173
province_f45,-0.11711605340888438,0.17134897759605303,-0.6834943228256655,0.49429453634372467,B,2,male,1173
province_f52,0.3312641805125629,0.19027580407625264,1.740968496340236,0.08168910084901826,B,2,male,1173
age,-0.005672905938730051,0.0063827053677185976,-0.8887933269521645,0.37411416284902094,B,2,male,1173
smoke,0.09917514273130446,0.08870571453199323,1.1180242812376562,0.26355662315902306,B,2,male,1173
drink,0.3198360576660423,0.08995900153741453,3.555353574406008,3.7747112221467e-4,B,2,male,1173
child_u6,0.044738316014617065,0.13949095269769007,0.32072557502403465,0.7484183642845292,B,2,male,1173
(Intercept),-3.0395715295233683,1.4874253434985363,-2.0435119939358217,0.04100178129621159,B,3,male,1145
height,0.004393123425835849,0.008895185694576124,0.49387652789694697,0.6213933822806179,B,3,male,1145
weight,0.009479450821155469,0.005400653384195581,1.755241476687995,0.07921801210729588,B,3,male,1145
edu_years,0.07429362746848873,0.014074949893176973,5.278429268476728,1.302959417249146e-7,B,3,male,1145
hlth_exc,0.32436374153297254,0.24127610484023662,1.3443674488518174,0.17882959445444158,B,3,male,1145
hlth_good,0.32945452987953294,0.22168428795823847,1.4861428967920205,0.13724132787722132,B,3,male,1145
hlth_fair,0.3887177476417659,0.22718830762407266,1.710993632141383,0.08708228835442086,B,3,male,1145
married,0.8810347454911912,0.1662362709497138,5.299894785041844,1.1586943408459261e-7,B,3,male,1145
divorced,0.6957413504708985,0.34590159276530374,2.011385217711221,0.044284783514588276,B,3,male,1145
widowed,0.7910898554682446,0.8275575513426404,0.9559333416567463,0.33910591275477536,B,3,male,1145
separated,0.5699686761349253,0.7252410844107651,0.7859023549362298,0.4319246948163041,B,3,male,1145
province_f23,0.2788543274506956,0.21012365144267656,1.3270963336879253,0.18447681798146334,B,3,male,1145
province_f32,0.07888584346645508,0.18546275272738355,0.42534601857447574,0.6705844513772403,B,3,male,1145
province_f37,-0.32123697471534124,0.16913105633518136,-1.8993376005333915,0.05752010211186971,B,3,male,1145
province_f41,-0.006311130549686416,0.22626527685870457,-0.027892616301119482,0.9777477974920157,B,3,male,1145
province_f42,-0.23871977553528992,0.19649848653512503,-1.2148682656271637,0.2244163390299904,B,3,male,1145
province_f43,0.054303306114290836,0.17213428033750902,0.31547060822409495,0.7524043638059593,B,3,male,1145
province_f45,-0.042684515101107226,0.18153631833554712,-0.2351293421199071,0.8141083452955453,B,3,male,1145
province_f52,0.40037387292513477,0.19943651634649137,2.0075254033696845,0.04469374851298229,B,3,male,1145
age,-0.007680841618885818,0.006554702226490289,-1.171806338943107,0.24127481712170548,B,3,male,1145
smoke,0.09512874353997434,0.09237904868369294,1.0297653515105616,0.3031201693480657,B,3,male,1145
drink,0.29356372707160866,0.09563160639191312,3.0697353955191247,0.002142484950910964,B,3,male,1145
child_u6,6.116103863217206e-4,0.14231978534816261,0.0042974375265217935,0.9965711515005548,B,3,male,1145
calories,3.465390333569234e-5,2.74971731389191e-4,0.1260271489022401,0.8997104341921123,B,3,male,1145
carbs,6.070276817571923e-4,0.0011998486472498398,0.5059202118105095,0.612912662806914,B,3,male,1145
fat,-0.0017151135179954238,0.002866820936784805,-0.5982632176249405,0.5496643154476233,B,3,male,1145
protein,0.0067393018086103935,0.0032189007161623176,2.0936656339761908,0.03628977633496864,B,3,male,1145
(Intercept),-2.9560385165578102,1.493591293391656,-1.9791481977946057,0.047799323279157445,B,4,male,1145
height,0.00401883860501747,0.008924886105253577,0.45029578614474497,0.6524971770117503,B,4,male,1145
weight,0.009558144973618609,0.005409647935294439,1.7668700602968856,0.07724999213268906,B,4,male,1145
edu_years,0.07237193683054159,0.014531297889458969,4.980417948973459,6.344709886259304e-7,B,4,male,1145
hlth_exc,0.32417784832231306,0.24198753048079402,1.3396469135340108,0.18036016406686015,B,4,male,1145
hlth_good,0.32806712773845204,0.22188003846707238,1.4785788302769658,0.13925291411006183,B,4,male,1145
hlth_fair,0.38668092131455,0.22780470414195234,1.6974228990179099,0.08961673632821772,B,4,male,1145
married,0.8804658942951608,0.16693620679518073,5.274265608391546,1.332887493824403e-7,B,4,male,1145
divorced,0.6692709187108313,0.35226860621555595,1.8998880595715053,0.057447811319125415,B,4,male,1145
widowed,0.7880648920002509,0.8375802713855368,0.9408828251131358,0.3467649099803605,B,4,male,1145
separated,0.5643250060462239,0.7263023039109898,0.7769836375396978,0.4371684240203916,B,4,male,1145
province_f23,0.2702885082863068,0.21242306226406563,1.272406608799886,0.20322868715917086,B,4,male,1145
province_f32,0.04990863221921015,0.186515688493803,0.2675840977359305,0.7890194728968141,B,4,male,1145
province_f37,-0.3294794675417498,0.1701567745523757,-1.9363288262162797,0.05282744043173738,B,4,male,1145
province_f41,-9.137982419389761e-5,0.22947322587525976,-3.982156255718091e-4,0.9996822699088832,B,4,male,1145
province_f42,-0.24605504691636942,0.1973187851508367,-1.2469925087379652,0.21240024439679187,B,4,male,1145
province_f43,0.05843286617823487,0.17243944246216655,0.33886021286026324,0.7347150385089992,B,4,male,1145
province_f45,-0.04939228799193973,0.1812335036932107,-0.2725339795645635,0.7852114677746433,B,4,male,1145
province_f52,0.4067516122615478,0.2000408124288179,2.0333431329483598,0.042017868303288186,B,4,male,1145
age,-0.007846849333253868,0.006561651993250813,-1.1958649043449705,0.2317492827413263,B,4,male,1145
smoke,0.10210303072440417,0.09260539322047746,1.1025603064101728,0.2702181558482394,B,4,male,1145
drink,0.29280290005043774,0.09549817888935555,3.0660574207355302,0.0021690165582587363,B,4,male,1145
child_u6,0.01658129027115072,0.1446559158540517,0.11462573219528852,0.9087417827976408,B,4,male,1145
calories,2.7387095150451056e-5,2.7787559638739847e-4,0.09855883534396274,0.9214885554621786,B,4,male,1145
carbs,6.499044539593752e-4,0.001212511205908539,0.5359987196756664,0.5919594353088494,B,4,male,1145
fat,-0.0016523398453820025,0.0028888751756693536,-0.5719665076907156,0.5673446650562058,B,4,male,1145
protein,0.0066143449028269055,0.003220470933881288,2.0538439994101565,0.039990792856287496,B,4,male,1145
diet_guide,0.09653021037963329,0.12033501791378923,0.8021788840285025,0.4224494891871279,B,4,male,1145
diet_hifat,-0.13767784574990097,0.19167444262498765,-0.7182900540332787,0.47257846144770993,B,4,male,1145
diet_hlthy,0.20659111160889423,0.26911106518467887,0.7676797364951159,0.4426774776535063,B,4,male,1145
(Intercept),-2.9560385165578102,1.493591293391656,-1.9791481977946057,0.047799323279157445,B,5,male,1145
height,0.00401883860501747,0.008924886105253577,0.45029578614474497,0.6524971770117503,B,5,male,1145
weight,0.009558144973618609,0.005409647935294439,1.7668700602968856,0.07724999213268906,B,5,male,1145
edu_years,0.07237193683054159,0.014531297889458969,4.980417948973459,6.344709886259304e-7,B,5,male,1145
hlth_exc,0.32417784832231306,0.24198753048079402,1.3396469135340108,0.18036016406686015,B,5,male,1145
hlth_good,0.32806712773845204,0.22188003846707238,1.4785788302769658,0.13925291411006183,B,5,male,1145
hlth_fair,0.38668092131455,0.22780470414195234,1.6974228990179099,0.08961673632821772,B,5,male,1145
married,0.8804658942951608,0.16693620679518073,5.274265608391546,1.332887493824403e-7,B,5,male,1145
divorced,0.6692709187108313,0.35226860621555595,1.8998880595715053,0.057447811319125415,B,5,male,1145
widowed,0.7880648920002509,0.8375802713855368,0.9408828251131358,0.3467649099803605,B,5,male,1145
separated,0.5643250060462239,0.7263023039109898,0.7769836375396978,0.4371684240203916,B,5,male,1145
province_f23,0.2702885082863068,0.21242306226406563,1.272406608799886,0.20322868715917086,B,5,male,1145
province_f32,0.04990863221921015,0.186515688493803,0.2675840977359305,0.7890194728968141,B,5,male,1145
province_f37,-0.3294794675417498,0.1701567745523757,-1.9363288262162797,0.05282744043173738,B,5,male,1145
province_f41,-9.137982419389761e-5,0.22947322587525976,-3.982156255718091e-4,0.9996822699088832,B,5,male,1145
province_f42,-0.24605504691636942,0.1973187851508367,-1.2469925087379652,0.21240024439679187,B,5,male,1145
province_f43,0.05843286617823487,0.17243944246216655,0.33886021286026324,0.7347150385089992,B,5,male,1145
province_f45,-0.04939228799193973,0.1812335036932107,-0.2725339795645635,0.7852114677746433,B,5,male,1145
province_f52,0.4067516122615478,0.2000408124288179,2.0333431329483598,0.042017868303288186,B,5,male,1145
age,-0.007846849333253868,0.006561651993250813,-1.1958649043449705,0.2317492827413263,B,5,male,1145
smoke,0.10210303072440417,0.09260539322047746,1.1025603064101728,0.2702181558482394,B,5,male,1145
drink,0.29280290005043774,0.09549817888935555,3.0660574207355302,0.0021690165582587363,B,5,male,1145
child_u6,0.01658129027115072,0.1446559158540517,0.11462573219528852,0.9087417827976408,B,5,male,1145
calories,2.7387095150451056e-5,2.7787559638739847e-4,0.09855883534396274,0.9214885554621786,B,5,male,1145
carbs,6.499044539593752e-4,0.001212511205908539,0.5359987196756664,0.5919594353088494,B,5,male,1145
fat,-0.0016523398453820025,0.0028888751756693536,-0.5719665076907156,0.5673446650562058,B,5,male,1145
protein,0.0066143449028269055,0.003220470933881288,2.0538439994101565,0.039990792856287496,B,5,male,1145
diet_guide,0.09653021037963329,0.12033501791378923,0.8021788840285025,0.4224494891871279,B,5,male,1145
diet_hifat,-0.13767784574990097,0.19167444262498765,-0.7182900540332787,0.47257846144770993,B,5,male,1145
diet_hlthy,0.20659111160889423,0.26911106518467887,0.7676797364951159,0.4426774776535063,B,5,male,1145
(Intercept),-2.9560385165578102,1.493591293391656,-1.9791481977946057,0.047799323279157445,B,6,male,1145
height,0.00401883860501747,0.008924886105253577,0.45029578614474497,0.6524971770117503,B,6,male,1145
weight,0.009558144973618609,0.005409647935294439,1.7668700602968856,0.07724999213268906,B,6,male,1145
edu_years,0.07237193683054159,0.014531297889458969,4.980417948973459,6.344709886259304e-7,B,6,male,1145
hlth_exc,0.32417784832231306,0.24198753048079402,1.3396469135340108,0.18036016406686015,B,6,male,1145
hlth_good,0.32806712773845204,0.22188003846707238,1.4785788302769658,0.13925291411006183,B,6,male,1145
hlth_fair,0.38668092131455,0.22780470414195234,1.6974228990179099,0.08961673632821772,B,6,male,1145
married,0.8804658942951608,0.16693620679518073,5.274265608391546,1.332887493824403e-7,B,6,male,1145
divorced,0.6692709187108313,0.35226860621555595,1.8998880595715053,0.057447811319125415,B,6,male,1145
