term,estimate,std.error,tau,panel,gender,n_obs
separated,0.7729518858097691,0.5728716147069527,0.8,A,female,471
province_f23,0.01639720674110341,0.27044950943665647,0.8,A,female,471
province_f32,0.12961972149247022,0.284524707000582,0.8,A,female,471
province_f37,2.910179483867218,1.5273239653609956,0.8,A,female,471
province_f41,-0.9063590957713704,0.5790184423365008,0.8,A,female,471
province_f42,-0.1264397279538895,0.45311786830400996,0.8,A,female,471
province_f43,-0.8244174261441167,0.5743846339939529,0.8,A,female,471
province_f45,0.23531941190883537,0.4205271552053694,0.8,A,female,471
province_f52,0.08334674122784402,0.31837074658604936,0.8,A,female,471
age,0.015113126884669627,0.0132065395106036,0.8,A,female,471
smoke,-0.038283095624557194,0.4147109317753659,0.8,A,female,471
drink,0.07722555453822702,0.10664284115639676,0.8,A,female,471
factor(occ_f)2,-0.06673502483889662,0.12016870825119938,0.8,A,female,471
factor(occ_f)3,0.18583446001192236,0.25243936073313733,0.8,A,female,471
factor(occ_f)4,-0.015160551550522986,0.14005400703918172,0.8,A,female,471
factor(occ_f)6,-0.2085782229252834,0.20709861554695835,0.8,A,female,471
factor(occ_f)7,-0.2819208662101292,0.15477175244445235,0.8,A,female,471
factor(occ_f)8,0.20263977159633312,0.2612761867334778,0.8,A,female,471
factor(occ_f)11,-0.5260420512740184,0.16347421343669602,0.8,A,female,471
factor(occ_f)12,0.21973577865895264,0.6542464158787393,0.8,A,female,471
factor(occ_f)13,0.707136244079033,0.6315775161881659,0.8,A,female,471
factor(wu_f)2,0.2505431181491127,0.20899182323361548,0.8,A,female,471
factor(wu_f)3,0.2454597472541536,0.21137263521623076,0.8,A,female,471
factor(wu_f)4,-0.04934247378505083,0.27313045547482045,0.8,A,female,471
factor(wu_f)5,-0.21421688985251952,0.2631856809221296,0.8,A,female,471
factor(wu_f)7,0.1356796483665456,0.21842232495893138,0.8,A,female,471
factor(wu_f)8,0.09407452066649963,0.26612637941980005,0.8,A,female,471
factor(wu_f)9,-0.09035937701993352,0.634760512924804,0.8,A,female,471
calories,-6.019644083577876e-4,0.001010659357512151,0.8,A,female,471
carbs,0.0020278964007878716,0.004084614050557379,0.8,A,female,471
fat,0.005893416302675616,0.009098909015852686,0.8,A,female,471
protein,0.002589760704256183,0.005326570765540263,0.8,A,female,471
diet_guide,0.020095633092062404,0.0833754688848914,0.8,A,female,471
diet_hifat,-0.0025555393266839654,0.14543246269032517,0.8,A,female,471
diet_hlthy,1.8545660486704794,1.2231734528500142,0.8,A,female,471
province_f21:cohort_f3,0.026508720781803826,0.3265012532859107,0.8,A,female,471
province_f23:cohort_f3,-0.19632091244074243,0.19579069088624473,0.8,A,female,471
province_f32:cohort_f3,0.09189149035892705,0.32243786868107577,0.8,A,female,471
province_f37:cohort_f3,-3.0635580688188213,1.5184001207776792,0.8,A,female,471
province_f41:cohort_f3,0.8708539386250013,0.556793785005584,0.8,A,female,471
province_f42:cohort_f3,-0.06651515899289738,0.45269245433702604,0.8,A,female,471
province_f43:cohort_f3,0.5045533024833951,0.5520396181104271,0.8,A,female,471
province_f45:cohort_f3,-0.36159129906553655,0.3789098884522551,0.8,A,female,471
province_f52:cohort_f3,0.0689661297286399,0.4739131162521463,0.8,A,female,471
province_f21:cohort_f4,0.2266414532201397,0.29071780600969965,0.8,A,female,471
province_f23:cohort_f4,-0.037783952731563986,0.2324174170353895,0.8,A,female,471
province_f32:cohort_f4,0.17212457740908596,0.27268902685494756,0.8,A,female,471
province_f37:cohort_f4,-2.709063046890267,1.5405091787067238,0.8,A,female,471
province_f41:cohort_f4,0.9829978467512553,0.6013704124233651,0.8,A,female,471
province_f42:cohort_f4,-0.05559111494283614,0.44613489362114156,0.8,A,female,471
province_f43:cohort_f4,1.3995210841449564,0.6148852238448457,0.8,A,female,471
province_f45:cohort_f4,-0.0704913069577291,0.3929386409612899,0.8,A,female,471
province_f52:cohort_f4,-0.12603957941705604,0.38659724923412403,0.8,A,female,471
province_f21:cohort_f5,0.2328394584932501,0.5136404873644319,0.8,A,female,471
province_f23:cohort_f5,-0.25971797127729374,0.33748343436033507,0.8,A,female,471
province_f32:cohort_f5,0.10271465843351309,0.3866817206025509,0.8,A,female,471
province_f37:cohort_f5,-2.9086164721745913,1.5598561354519183,0.8,A,female,471
province_f41:cohort_f5,0.8316593501414397,0.656614336433247,0.8,A,female,471
province_f42:cohort_f5,0.2955391436733398,0.5239180802908366,0.8,A,female,471
province_f43:cohort_f5,1.2369965850871711,0.6139432661472154,0.8,A,female,471
province_f45:cohort_f5,-0.2692233369198734,0.5081784486107782,0.8,A,female,471
province_f52:cohort_f5,0.4250048607291936,0.4065311756499369,0.8,A,female,471
(Intercept),4.8925863454185405,1.6113926377512071,0.9,A,female,471
height,0.011356976205535297,0.007621645531454424,0.9,A,female,471
bmi_under,0.06411359454423432,0.09426583383745438,0.9,A,female,471
bmi_over,-0.05277401610151058,0.10010934561881613,0.9,A,female,471
edu_years,0.0251530943464202,0.01651535502914844,0.9,A,female,471
hlth_exc,0.14013977185975424,0.3680996158044642,0.9,A,female,471
hlth_good,0.03880954819024458,0.3377026948266922,0.9,A,female,471
hlth_fair,0.01128568544629181,0.33873064057668495,0.9,A,female,471
married,-0.04766797276921803,0.17086485569885743,0.9,A,female,471
divorced,-0.044216292078764624,0.19979101036904012,0.9,A,female,471
widowed,-0.16945149028958734,0.6099813835307458,0.9,A,female,471
separated,0.3549833477708505,0.62627348979863,0.9,A,female,471
province_f23,-6.433884946505999e-4,0.24398248505987397,0.9,A,female,471
province_f32,0.23010786318543341,0.2663235766628889,0.9,A,female,471
province_f37,1.4861558986793455,1.2425166252031674,0.9,A,female,471
province_f41,-0.7495637065339521,0.7375467443968233,0.9,A,female,471
province_f42,-0.332280838064958,0.49695098002385757,0.9,A,female,471
province_f43,-1.0865075322451103,0.6845086109522797,0.9,A,female,471
province_f45,0.34942691362570233,0.4061999743227031,0.9,A,female,471
province_f52,0.09843544852972218,0.33348729201063404,0.9,A,female,471
age,0.003889599956258135,0.015489874459472712,0.9,A,female,471
smoke,-0.2303090365037665,0.4464457380824457,0.9,A,female,471
drink,0.13162968658957272,0.12657339928678332,0.9,A,female,471
factor(occ_f)2,-0.08280371179800639,0.1490032233382334,0.9,A,female,471
factor(occ_f)3,0.25370682876478273,0.31528008279827147,0.9,A,female,471
factor(occ_f)4,-0.10818892475139583,0.1574426697437866,0.9,A,female,471
factor(occ_f)6,-0.1875211774445086,0.2465447778871099,0.9,A,female,471
factor(occ_f)7,-0.31372478099576157,0.1867289493442797,0.9,A,female,471
factor(occ_f)8,0.21825265174918224,0.2920029299129566,0.9,A,female,471
factor(occ_f)11,-0.6557199889149181,0.19244458192810218,0.9,A,female,471
factor(occ_f)12,-0.13034214546604866,0.6750010705088971,0.9,A,female,471
factor(occ_f)13,0.9959693596584116,0.7272237199724765,0.9,A,female,471
factor(wu_f)2,0.2765396692757504,0.2375952938879527,0.9,A,female,471
factor(wu_f)3,0.3641572078713881,0.2498318850077522,0.9,A,female,471
factor(wu_f)4,0.15406542809102508,0.31275804846378685,0.9,A,female,471
factor(wu_f)5,-0.0741492768325314,0.3178169162243949,0.9,A,female,471
factor(wu_f)7,0.4067641092547712,0.25862035927499244,0.9,A,female,471
factor(wu_f)8,0.09546596416769153,0.34018953112292993,0.9,A,female,471
factor(wu_f)9,1.295418785492973,0.7722172539918937,0.9,A,female,471
calories,-0.0016603735276170873,0.0013582729794173437,0.9,A,female,471
carbs,0.005384670895792666,0.005549331265892673,0.9,A,female,471
fat,0.015636017992579104,0.012356039707022762,0.9,A,female,471
protein,0.009495097397552502,0.00643563743512713,0.9,A,female,471
diet_guide,-0.04259098976899038,0.09329852676988466,0.9,A,female,471
diet_hifat,-0.07566499803755733,0.17117419132630027,0.9,A,female,471
diet_hlthy,1.6776220573983982,1.1689332969915003,0.9,A,female,471
province_f21:cohort_f3,0.37035571702335596,0.3271769024064218,0.9,A,female,471
province_f23:cohort_f3,-0.18712170829387811,0.23239309150026477,0.9,A,female,471
province_f32:cohort_f3,-0.04650112007167685,0.29798316462981345,0.9,A,female,471
province_f37:cohort_f3,-1.361841666195782,1.312725383082663,0.9,A,female,471
province_f41:cohort_f3,0.5724207234970495,0.76792142889417,0.9,A,female,471
province_f42:cohort_f3,0.26689331480488704,0.49160843772181867,0.9,A,female,471
province_f43:cohort_f3,1.0420879094155897,0.6842080891804073,0.9,A,female,471
province_f45:cohort_f3,-0.5014924359404871,0.39820240169336907,0.9,A,female,471
province_f52:cohort_f3,-0.09949122368862212,0.6312033266630973,0.9,A,female,471
province_f21:cohort_f4,0.15076440361964494,0.2992698684578228,0.9,A,female,471
province_f23:cohort_f4,-0.1738056781013553,0.2654645910941524,0.9,A,female,471
province_f32:cohort_f4,-0.018915274517542158,0.2963294821699951,0.9,A,female,471
province_f37:cohort_f4,-1.3709542550162979,1.2406482117945867,0.9,A,female,471
province_f41:cohort_f4,0.6533427330397092,0.7351732957923917,0.9,A,female,471
province_f42:cohort_f4,0.11767509300926357,0.4904110070909465,0.9,A,female,471
province_f43:cohort_f4,1.5107929793627448,0.7511598208524342,0.9,A,female,471
province_f45:cohort_f4,-0.3021734637504531,0.4519182905101658,0.9,A,female,471
province_f52:cohort_f4,0.01497127615309424,0.3781672648165432,0.9,A,female,471
province_f21:cohort_f5,0.1271821926979534,0.54123437205735,0.9,A,female,471
province_f23:cohort_f5,-0.4799868877747954,0.37268510479613337,0.9,A,female,471
province_f32:cohort_f5,-0.17984263703544673,0.4023820036883248,0.9,A,female,471
province_f37:cohort_f5,-1.581987214538113,1.2668190119830025,0.9,A,female,471
province_f41:cohort_f5,0.8442468419674337,0.7995128773099357,0.9,A,female,471
province_f42:cohort_f5,0.15937564296743342,0.6103205978633375,0.9,A,female,471
province_f43:cohort_f5,1.3441265014024089,0.719737859777885,0.9,A,female,471
province_f45:cohort_f5,-0.08572829417925218,0.6285284423350449,0.9,A,female,471
province_f52:cohort_f5,0.14447058045698913,0.4454129536277063,0.9,A,female,471
(Intercept),1.3122429340700388,1.377678827754642,0.1,B,female,471
height,0.018197940675965387,0.007451260070489717,0.1,B,female,471
weight,0.004079262962511053,0.005482587580015354,0.1,B,female,471
edu_years,0.036743397324174254,0.018096941826249973,0.1,B,female,471
hlth_exc,0.015595927554432959,0.23241076810983627,0.1,B,female,471
hlth_good,0.05385578592972032,0.2213728223982698,0.1,B,female,471
hlth_fair,-0.047828980640204376,0.22437718162372638,0.1,B,female,471
married,-0.015375720399228056,0.15348745338339437,0.1,B,female,471
divorced,-0.07497174598911002,0.21313818597189232,0.1,B,female,471
widowed,-0.027589236359630544,0.33561174964319146,0.1,B,female,471
separated,0.553484739048455,0.4740990975927655,0.1,B,female,471
province_f23,0.4271686779129113,0.31703487450789314,0.1,B,female,471
province_f32,0.6002717549292413,0.4136734116988057,0.1,B,female,471
province_f37,0.041515884043494884,0.9920243167917131,0.1,B,female,471
province_f41,0.4746906962080378,0.42522353071006924,0.1,B,female,471
province_f42,0.7385474634471885,0.3366830428792959,0.1,B,female,471
province_f43,0.812722443062292,0.44968079760023355,0.1,B,female,471
province_f45,1.121186494556136,0.3924511608274018,0.1,B,female,471
province_f52,0.3995532493346912,0.38382710365050104,0.1,B,female,471
age,0.019984239711166005,0.0148650032460612,0.1,B,female,471
smoke,0.7393336483078404,0.4259187626063459,0.1,B,female,471
drink,0.08612672444417506,0.1086549538568764,0.1,B,female,471
factor(occ_f)2,-0.33275853114613263,0.13235305417970908,0.1,B,female,471
factor(occ_f)3,-0.17801788396690774,0.18716356592001418,0.1,B,female,471
factor(occ_f)4,-0.4295991434327543,0.14918501785652075,0.1,B,female,471
factor(occ_f)6,-0.45779087376789723,0.19742185017660432,0.1,B,female,471
factor(occ_f)7,-0.5175406678785283,0.1649846946934926,0.1,B,female,471
factor(occ_f)8,1.0413890870171385,0.5743696576057088,0.1,B,female,471
factor(occ_f)11,-0.5161358900283153,0.1499915085986532,0.1,B,female,471
factor(occ_f)12,-1.173225038243817,0.8893607310836826,0.1,B,female,471
factor(occ_f)13,-0.13006270891432484,0.3581964673200243,0.1,B,female,471
factor(wu_f)2,0.5093711788763193,0.24279190743095397,0.1,B,female,471
factor(wu_f)3,0.2576609722671288,0.27957777131720774,0.1,B,female,471
factor(wu_f)4,0.04059268730282715,0.26978050567724216,0.1,B,female,471
factor(wu_f)5,-0.0728832096702714,0.3047938146102466,0.1,B,female,471
factor(wu_f)7,0.16754027412939382,0.25494863679202023,0.1,B,female,471
factor(wu_f)8,0.42334832600206634,0.32772419518611035,0.1,B,female,471
factor(wu_f)9,-0.07319983417329261,0.31830899588117634,0.1,B,female,471
calories,6.249352935287355e-4,0.001157439221282531,0.1,B,female,471
carbs,-0.002867323807393547,0.004673254976842867,0.1,B,female,471
fat,-0.005235325105001542,0.010425194206391127,0.1,B,female,471
protein,-0.001771762682981166,0.005213537325193424,0.1,B,female,471
diet_guide,0.02554431189943327,0.0841919800867175,0.1,B,female,471
diet_hifat,0.12515681375290622,0.17057065952863013,0.1,B,female,471
diet_hlthy,0.19903135136920902,0.5296633413544771,0.1,B,female,471
province_f21:cohort_f3,0.2525920186351022,0.3276943498494486,0.1,B,female,471
province_f23:cohort_f3,-0.014980272358988717,0.788772061918329,0.1,B,female,471
province_f32:cohort_f3,-0.0801821248149914,0.3883405728732759,0.1,B,female,471
province_f37:cohort_f3,0.5055745711098201,1.0202062811941195,0.1,B,female,471
province_f41:cohort_f3,-0.06393419921179151,0.4715422207584145,0.1,B,female,471
province_f42:cohort_f3,-0.05551952088606747,0.2578010321157078,0.1,B,female,471
province_f43:cohort_f3,-0.33214293066883416,0.41710318600506163,0.1,B,female,471
province_f45:cohort_f3,-0.22332538672277708,0.3209258221050956,0.1,B,female,471
province_f52:cohort_f3,0.24030677479876944,0.31790729597850464,0.1,B,female,471
province_f21:cohort_f4,0.7193078977161038,0.36953053378196116,0.1,B,female,471
province_f23:cohort_f4,0.30311126764278323,0.26353369199695215,0.1,B,female,471
province_f32:cohort_f4,0.3126119684056129,0.3779418413781276,0.1,B,female,471
province_f37:cohort_f4,0.6260303605541911,1.0067621137217018,0.1,B,female,471
province_f41:cohort_f4,0.4010377192133523,0.43651641101651767,0.1,B,female,471
province_f42:cohort_f4,0.04053178983669165,0.2824607432496208,0.1,B,female,471
province_f43:cohort_f4,0.08472066114406089,0.39677919669802375,0.1,B,female,471
province_f45:cohort_f4,-0.16496525565152906,0.3109584917597554,0.1,B,female,471
province_f52:cohort_f4,0.07441658482260133,0.3440512075463636,0.1,B,female,471
province_f21:cohort_f5,0.9824887293007685,0.4739494831598948,0.1,B,female,471
province_f23:cohort_f5,-0.27858812763494006,0.4554459880724826,0.1,B,female,471
province_f32:cohort_f5,0.5047891939017956,0.42340134107125676,0.1,B,female,471
province_f37:cohort_f5,0.6797401339468373,1.0972273738263083,0.1,B,female,471
province_f41:cohort_f5,-0.15866536160565553,0.534489906629535,0.1,B,female,471
province_f42:cohort_f5,-0.04367585504989011,0.43306646175711394,0.1,B,female,471
province_f43:cohort_f5,0.3719334449740986,0.45680884211860373,0.1,B,female,471
province_f45:cohort_f5,-0.09870916328549333,0.4120619608085227,0.1,B,female,471
province_f52:cohort_f5,0.7597638700368085,0.4229736691030909,0.1,B,female,471
(Intercept),1.9579874047694314,1.4215039290374138,0.2,B,female,471
height,0.018099816307444106,0.00726322295525772,0.2,B,female,471
weight,-0.0026997430494663842,0.005004895113751144,0.2,B,female,471
edu_years,0.0380055509376278,0.016957200256166555,0.2,B,female,471
hlth_exc,0.21485123333500045,0.20419311135527937,0.2,B,female,471
hlth_good,0.24683409075990903,0.19175826866120355,0.2,B,female,471
hlth_fair,0.20203151630988556,0.19693358814149658,0.2,B,female,471
married,0.018363217941516904,0.15018487018930035,0.2,B,female,471
divorced,-0.03379741831084523,0.21153215702070746,0.2,B,female,471
widowed,-0.07040420596500628,0.3446183517280413,0.2,B,female,471
separated,0.6052951083949379,0.431527539294548,0.2,B,female,471
province_f23,0.31456509874736915,0.3228252592506315,0.2,B,female,471
province_f32,0.4881214300591712,0.39482799283006204,0.2,B,female,471
province_f37,0.047716149764728294,1.1287151026343483,0.2,B,female,471
province_f41,0.00767886170427045,0.42996910948453076,0.2,B,female,471
province_f42,0.16023114152484735,0.34985563178179563,0.2,B,female,471
province_f43,0.138794229874366,0.42896042689328473,0.2,B,female,471
province_f45,0.4489148992350288,0.3555342265552292,0.2,B,female,471
province_f52,0.019384432836772585,0.34243992127523604,0.2,B,female,471
age,0.023042400094776545,0.01365921938682668,0.2,B,female,471
smoke,0.23088609206853838,0.38796643458971153,0.2,B,female,471
drink,0.07286425086296089,0.09508032398656248,0.2,B,female,471
factor(occ_f)2,-0.18875244465781055,0.11445210901606696,0.2,B,female,471
factor(occ_f)3,-0.17330471479540574,0.1678878274458263,0.2,B,female,471
factor(occ_f)4,-0.3326271204598996,0.1396091767886905,0.2,B,female,471
factor(occ_f)6,-0.3024319061252396,0.18314873701701515,0.2,B,female,471
factor(occ_f)7,-0.30479971033533537,0.17181074807343144,0.2,B,female,471
factor(occ_f)8,0.8893950212061016,0.4956191256170693,0.2,B,female,471
factor(occ_f)11,-0.38521454537450533,0.15333684481076615,0.2,B,female,471
factor(occ_f)12,-1.099758447447768,0.6898768549115845,0.2,B,female,471
factor(occ_f)13,-0.04513759070891678,0.35812898725393055,0.2,B,female,471
factor(wu_f)2,0.30416591609515836,0.22077684812558615,0.2,B,female,471
factor(wu_f)3,0.0910845730786902,0.24369062947271286,0.2,B,female,471
factor(wu_f)4,-0.13971744376223574,0.24182811713657262,0.2,B,female,471
factor(wu_f)5,-0.15891187653991595,0.2582143616771621,0.2,B,female,471
factor(wu_f)7,0.0020933965423158246,0.22640417968406243,0.2,B,female,471
factor(wu_f)8,0.20105127368652587,0.295085474557545,0.2,B,female,471
factor(wu_f)9,-0.31321544294013254,0.2848278618693063,0.2,B,female,471
calories,5.375865266008059e-4,0.0010793650095991172,0.2,B,female,471
carbs,-0.0025889179987776483,0.00434882266966362,0.2,B,female,471
fat,-0.00418245940057134,0.009819942534889062,0.2,B,female,471
protein,-0.0015620327216188342,0.004774767366709881,0.2,B,female,471
diet_guide,-0.04074237807036837,0.07423943510558302,0.2,B,female,471
diet_hifat,0.10841645887596728,0.12637854953552807,0.2,B,female,471
diet_hlthy,0.07905459818079119,0.4892011993711226,0.2,B,female,471
province_f21:cohort_f3,-0.10621072443239696,0.3360552141084377,0.2,B,female,471
province_f23:cohort_f3,-0.2777104285171735,0.2567487863513102,0.2,B,female,471
province_f32:cohort_f3,-0.16070550202347933,0.3829151315243466,0.2,B,female,471
province_f37:cohort_f3,0.13829748010606674,1.093603299787995,0.2,B,female,471
province_f41:cohort_f3,0.5319040476281707,0.48292791936247786,0.2,B,female,471
province_f42:cohort_f3,0.14872051154520557,0.27877652679125176,0.2,B,female,471
province_f43:cohort_f3,-0.054411637430613086,0.3881104761480525,0.2,B,female,471
province_f45:cohort_f3,-0.1720159642163788,0.2786127753523342,0.2,B,female,471
province_f52:cohort_f3,0.15447610358554312,0.2565529880257089,0.2,B,female,471
province_f21:cohort_f4,0.23597618086891098,0.3759749337098291,0.2,B,female,471
province_f23:cohort_f4,0.02608804128777959,0.26183295534651196,0.2,B,female,471
province_f32:cohort_f4,0.12906137423630148,0.3623583047878023,0.2,B,female,471
province_f37:cohort_f4,0.23492904542415852,1.1373736304513689,0.2,B,female,471
province_f41:cohort_f4,0.3593107163214285,0.3863570957768043,0.2,B,female,471
province_f42:cohort_f4,0.15231786107350026,0.2890586564477267,0.2,B,female,471
province_f43:cohort_f4,0.38748824407845944,0.3753739634489773,0.2,B,female,471
province_f45:cohort_f4,0.01770777839320864,0.3202906265838025,0.2,B,female,471
province_f52:cohort_f4,0.2020337043649698,0.2889843874707224,0.2,B,female,471
province_f21:cohort_f5,0.5879736894822065,0.4766082384417531,0.2,B,female,471
province_f23:cohort_f5,-0.012506700174672893,0.4191883976237143,0.2,B,female,471
province_f32:cohort_f5,0.24581583843891186,0.3905251549041837,0.2,B,female,471
province_f37:cohort_f5,0.3529893384639666,1.1757039170258066,0.2,B,female,471
province_f41:cohort_f5,0.22307400272908925,0.5234137046506808,0.2,B,female,471
province_f42:cohort_f5,0.3625346398809855,0.4091317299881993,0.2,B,female,471
province_f43:cohort_f5,0.7376704593393764,0.44958997363774317,0.2,B,female,471
province_f45:cohort_f5,0.13270384997196355,0.38513144065424143,0.2,B,female,471
province_f52:cohort_f5,0.676630096602336,0.3882509274742142,0.2,B,female,471
(Intercept),3.0002730820339036,1.2377729242077997,0.3,B,female,471
height,0.014308975179620763,0.006532121319058407,0.3,B,female,471
weight,-5.722990281990381e-4,0.0043575789114067886,0.3,B,female,471
edu_years,0.027154816351063902,0.016621266396596317,0.3,B,female,471
hlth_exc,0.2792386827247103,0.19740526092621663,0.3,B,female,471
hlth_good,0.26453413892688754,0.18510174278098046,0.3,B,female,471
hlth_fair,0.21275892067605312,0.19859327383857314,0.3,B,female,471
married,-0.08478584178965125,0.13003272171158262,0.3,B,female,471
divorced,-0.013569743895697966,0.20880534343953194,0.3,B,female,471
widowed,-0.032485166011086385,0.3524414976548602,0.3,B,female,471
separated,0.162805499981792,0.4051739614413678,0.3,B,female,471
province_f23,0.3142060872830134,0.2847224312022813,0.3,B,female,471
province_f32,0.44612211482280306,0.3063468183767101,0.3,B,female,471
province_f37,-0.08657099416152172,1.1309609626189285,0.3,B,female,471
province_f41,-0.2943379908490992,0.3727472975894328,0.3,B,female,471
province_f42,0.10975501930581273,0.3164406486266423,0.3,B,female,471
province_f43,-0.00555273195006247,0.40052257211313413,0.3,B,female,471
province_f45,0.33741805311585993,0.3422640818397534,0.3,B,female,471
province_f52,0.03751963578966737,0.31093471213757407,0.3,B,female,471
age,0.01773027233138037,0.013343022310560334,0.3,B,female,471
smoke,0.16460866095587445,0.37556042872291573,0.3,B,female,471
drink,0.10909585070715538,0.1021874483554798,0.3,B,female,471
factor(occ_f)2,-0.16154120439938904,0.09513662971593778,0.3,B,female,471
factor(occ_f)3,-0.06819565455579348,0.1518878653282254,0.3,B,female,471
factor(occ_f)4,-0.2935179190203329,0.10943041213921818,0.3,B,female,471
factor(occ_f)6,-0.297740546021208,0.15602500201013939,0.3,B,female,471
factor(occ_f)7,-0.3113833965832929,0.1302845738720383,0.3,B,female,471
factor(occ_f)8,0.7732968372264166,0.4531149835909323,0.3,B,female,471
factor(occ_f)11,-0.46324597011247165,0.12178592394410123,0.3,B,female,471
factor(occ_f)12,-1.243140319936277,0.7412274627712765,0.3,B,female,471
factor(occ_f)13,-0.16516186724943138,0.29641172964513357,0.3,B,female,471
factor(wu_f)2,0.27983987382127373,0.19310241469475745,0.3,B,female,471
factor(wu_f)3,0.12041533904025908,0.21702107881457122,0.3,B,female,471
factor(wu_f)4,-0.1554641738072285,0.22956634372489151,0.3,B,female,471
factor(wu_f)5,-0.16780032303258638,0.23706929167793364,0.3,B,female,471
factor(wu_f)7,0.03764220090346336,0.20368827568312747,0.3,B,female,471
factor(wu_f)8,0.17789125809932307,0.26562096721457784,0.3,B,female,471
factor(wu_f)9,-0.0637757781145986,0.24281240909228455,0.3,B,female,471
calories,2.8166572345300525e-4,0.0011406470862132458,0.3,B,female,471
carbs,-0.0019314597601760859,0.004548820640080541,0.3,B,female,471
fat,-0.0021640066770168723,0.010260978110547431,0.3,B,female,471
protein,3.8252718095818476e-4,0.005061750633580909,0.3,B,female,471
diet_guide,-0.027137131434121053,0.07804700301106045,0.3,B,female,471
diet_hifat,0.05725139640108472,0.11499084944830268,0.3,B,female,471
diet_hlthy,0.1880614314312215,0.5497630981009347,0.3,B,female,471
province_f21:cohort_f3,-0.028102414866861783,0.2819141990312346,0.3,B,female,471
province_f23:cohort_f3,-0.24108979954141418,0.24491059995347772,0.3,B,female,471
province_f32:cohort_f3,-0.21075700085996324,0.32349676305951286,0.3,B,female,471
province_f37:cohort_f3,0.25052731222978863,1.093669604940738,0.3,B,female,471
province_f41:cohort_f3,0.7792368389948705,0.39258521176825706,0.3,B,female,471
province_f42:cohort_f3,0.15407509326369145,0.27252163307431687,0.3,B,female,471
province_f43:cohort_f3,0.09790031586401897,0.39053377076115026,0.3,B,female,471
province_f45:cohort_f3,-0.005680008600839056,0.28986721013221395,0.3,B,female,471
province_f52:cohort_f3,0.12153504400870214,0.28023928507078827,0.3,B,female,471
province_f21:cohort_f4,0.29629026891354093,0.3351781219507727,0.3,B,female,471
province_f23:cohort_f4,0.044293672739147555,0.22461820518277553,0.3,B,female,471
province_f32:cohort_f4,0.06404328054930215,0.3039177388657555,0.3,B,female,471
province_f37:cohort_f4,0.38377371467635013,1.107487026398758,0.3,B,female,471
province_f41:cohort_f4,0.8823222610246123,0.39780199930286747,0.3,B,female,471
province_f42:cohort_f4,0.18184980178174248,0.3076635824444826,0.3,B,female,471
province_f43:cohort_f4,0.5243317084583797,0.4307079194777001,0.3,B,female,471
province_f45:cohort_f4,0.11122876245711195,0.3184585877511815,0.3,B,female,471
province_f52:cohort_f4,0.25654100654365275,0.27448926101566457,0.3,B,female,471
province_f21:cohort_f5,0.40906418572065356,0.45208501851074456,0.3,B,female,471
province_f23:cohort_f5,-0.12298026438293651,0.3999214162083862,0.3,B,female,471
province_f32:cohort_f5,0.15833552777556598,0.3763133321118379,0.3,B,female,471
province_f37:cohort_f5,0.5035652317145908,1.1580847117931241,0.3,B,female,471
province_f41:cohort_f5,0.4945419180229999,0.5027012078499519,0.3,B,female,471
province_f42:cohort_f5,0.412102895872402,0.3945841658881208,0.3,B,female,471
province_f43:cohort_f5,0.7715338360305282,0.44391888011425545,0.3,B,female,471
province_f45:cohort_f5,0.09276723187935676,0.390723879841012,0.3,B,female,471
province_f52:cohort_f5,0.4472519805010538,0.36885915018662996,0.3,B,female,471
(Intercept),4.05235380464665,1.1686208999405017,0.5,B,female,471
height,0.010205609741274291,0.005687394797580194,0.5,B,female,471
weight,-0.0027909693780822603,0.0035663458793136816,0.5,B,female,471
edu_years,0.018361374107779268,0.01368034761940438,0.5,B,female,471
hlth_exc,0.09544030133124869,0.2021680639657691,0.5,B,female,471
hlth_good,0.09181367867537593,0.19336581992132137,0.5,B,female,471
hlth_fair,0.025749251768486445,0.19252888891122627,0.5,B,female,471
married,-0.15376741506500632,0.13035178201447828,0.5,B,female,471
divorced,-0.07078805715495914,0.1804450602675709,0.5,B,female,471
widowed,0.13045153003393203,0.38794255932440835,0.5,B,female,471
separated,0.08595097898228862,0.49521134770385683,0.5,B,female,471
province_f23,0.3809756853370639,0.2452700515463948,0.5,B,female,471
province_f32,0.4767051442349339,0.27519318521305397,0.5,B,female,471
province_f37,0.416140091488141,1.647550171501656,0.5,B,female,471
province_f41,-0.18904248216060512,0.38564057767050053,0.5,B,female,471
province_f42,0.31656903358703403,0.4056506867044986,0.5,B,female,471
province_f43,-0.12562606516599403,0.43265149727207747,0.5,B,female,471
province_f45,0.3633139332663832,0.37114829794065324,0.5,B,female,471
province_f52,0.055754981186756924,0.29185464764404734,0.5,B,female,471
age,0.023606354598665415,0.013423816403767996,0.5,B,female,471
smoke,0.6045041856752251,0.3766625055670505,0.5,B,female,471
drink,0.03507879933132621,0.08982213688432442,0.5,B,female,471
factor(occ_f)2,-0.18247650917624936,0.09534609591278145,0.5,B,female,471
factor(occ_f)3,-0.02653443689579328,0.1589910350022278,0.5,B,female,471
factor(occ_f)4,-0.2129767529625116,0.11274632328546967,0.5,B,female,471
factor(occ_f)6,-0.3343916350471291,0.1717564363438077,0.5,B,female,471
factor(occ_f)7,-0.4085685763351995,0.1319983237138385,0.5,B,female,471
factor(occ_f)8,0.5661335172838429,0.3524127232262536,0.5,B,female,471
